id_producao,id_produto,data_producao,linha_producao,volume_entrada_litros,volume_saida,custo_total,lote,validade
1537,7,2023-11-09,Linha C,5423.07,4451.44,48760.37,L01537,2025-01-05
1538,15,2023-05-11,Linha B,1623.09,1588.77,21215.18,L01538,2025-02-06
1539,9,2023-10-15,LINHA A,2187.25,1661.78,9487.93,L01539,2024-06-04
1540,8,2023-07-03,linha a,4282.66,3493.06,37786.13,L01540,2024-06-03
1541,4,2024-11-12,linha b,9190.28,8558.79,34870.64,L01541,2025-01-08
1542,6,2023-06-29,Linha B,9802.01,8728.73,17047.72,L01542,2024-09-19
1543,4,2023-08-26,LINHA A,5213.44,4119.95,49600.27,L01543,2024-04-28
1544,12,2023-05-08,Linha C,3519.52,2874.2,45718.31,L01544,2024-10-01
1545,5,2024-06-14,Linha A,3344.55,3123.34,1002.79,L01545,2024-02-02
1546,19,2024-03-29,Linha A,3084.41,2272.91,49340.18,L01546,2024-03-28
1547,26,2023-12-19,Linha B,1522.56,1209.7,28528.53,L01547,2025-03-16
1548,30,2024-11-11,Linha B,8692.02,6859.85,,L01548,2024-06-12
1549,10,2023-07-31,Linha A,5565.39,4536.01,23548.2,L01549,2024-03-18
1550,28,2023-05-10,Linha B,4922.59,3508.14,42792.02,L01550,2024-07-11
1551,12,2023-09-22,Linha A,8541.28,7206.48,33880.38,L01551,2024-10-09
1552,19,2024-08-26,Linha A,8210.9,6988.0,28067.78,L01552,2025-06-26
1553,16,2023-02-12,Linha B,2072.39,1511.44,23008.37,L01553,2024-01-26
1554,12,2024-06-22,Linha B,3746.91,3221.23,31935.76,L01554,2024-09-04
1555,18,2024-03-25,Linha B,5691.28,4610.31,30338.8,L01555,2025-04-25
1556,4,2024-05-23,Linha A,5832.55,5273.48,19470.83,L01556,2024-09-10
1557,16,2024-07-07,Linha C,1335.16,1270.74,11029.17,L01557,2024-04-21
1558,21,2024-06-16,Linha A,2678.37,2456.83,29681.11,L01558,2024-05-20
1559,2,2023-03-05,LINHA A,9961.39,9213.28,31983.79,L01559,24/07/2024
1560,2,2023-10-15,Linha C,3678.55,3351.74,38175.0,L01560,2024-10-16
1561,17,2023-06-05,Linha C,6240.98,4970.88,36742.89,L01561,2024-04-26
1562,20,2023-12-03,LINHA C,7750.95,5519.69,15766.05,L01562,2024-09-19
1563,23,2024-03-19,Linha A,9368.37,7899.9,,L01563,2025-02-05
1564,11,2024-08-03,linha b,7639.6,7027.56,14764.93,L01564,2024-01-15
1565,22,2023-09-12,Linha C,2730.13,2011.46,12197.04,L01565,2024-01-21
1566,12,2024-07-11,Linha B,8605.39,6572.11,12246.72,L01566,2024-09-03
1567,24,2023-06-06,Linha C,9200.67,8581.18,37870.7,L01567,2025-03-15
1568,19,2023-05-02,Linha C,6452.79,5049.11,11756.82,L01568,2024-06-11
1569,12,2024-08-14,Linha B,4247.44,3716.12,17600.04,L01569,2024-11-12
1570,6,2023-06-27,Linha A,7593.48,6470.59,23757.82,L01570,2024-06-28
1571,5,2024-10-03,LINHA C,1497.34,1221.47,36826.51,L01571,2025-03-09
1572,13,2023-03-21,Linha B,7827.81,7541.59,49050.93,L01572,2024-01-20
1573,12,2024-11-23,Linha C,1721.61,1428.77,22496.44,L01573,21/04/2025
1574,25,2024-08-17,Linha B,5752.15,4872.46,15754.55,L01574,2024-10-24
1575,22,2023-09-22,Linha C,9905.2,7134.33,4290.2,L01575,2025-03-09
1576,20,2023-08-06,Linha C,9493.88,8644.68,14758.07,L01576,2024-04-13
1577,24,2024-09-21,Linha C,6770.16,6045.87,30420.49,L01577,2024-04-07
1578,30,2024-06-06,Linha C,2389.58,2164.67,48907.21,L01578,2024-05-31
1579,9,2024-07-09,Linha C,3777.01,3063.66,9157.85,L01579,2024-06-18
1580,13,2024-09-13,Linha C,1692.4,1587.57,22115.87,L01580,2024-10-01
1581,6,2023-02-20,Linha C,1757.93,1607.74,37381.4,L01581,2024-06-24
1582,6,2024-08-21,Linha B,7253.6,5933.72,7754.42,L01582,2024-11-06
1583,8,2024-02-18,Linha C,6558.15,5112.68,39047.74,L01583,2024-12-18
1584,26,2024-10-27,Linha B,4057.28,3959.67,48107.3,L01584,2025-03-26
1585,9,2023-08-06,Linha B,5956.6,5108.1,43926.86,L01585,2024-12-08
1586,15,2024-06-15,Linha C,657.03,552.05,1706.74,L01586,12/01/2024
1587,25,2024-08-24,LINHA A,4422.44,3819.31,40249.71,L01587,2024-07-19
1588,14,2023-10-13,Linha B,5507.68,4247.51,21211.28,L01588,2025-01-20
1589,11,2023-10-15,Linha C,9358.55,7507.55,39669.36,L01589,2024-08-06
1590,27,2023-12-30,linha a,6905.19,5395.15,2133.05,L01590,2024-02-19
1591,1,2023-04-05,Linha B,9314.94,7486.17,13188.07,L01591,2025-04-26
1592,27,2023-08-13,Linha C,9767.71,7746.23,33688.07,L01592,2024-12-06
1593,18,2023-08-10,linha b,8106.6,5972.2,18837.0,L01593,2024-08-17
1594,10,2024-09-27,Linha C,9303.06,7108.98,7052.68,L01594,2025-03-28
1595,21,2023-05-24,Linha A,4162.55,3518.5,3806.52,L01595,2025-01-03
1596,20,2024-11-14,Linha C,4304.27,3098.16,38124.4,L01596,2024-04-16
1597,5,2023-03-07,Linha C,3227.08,2771.76,,L01597,2024-11-25
1598,6,2024-09-05,LINHA A,2037.66,1774.5,47998.88,L01598,08/09/2024
1599,17,2024-05-05,Linha C,5434.58,5320.76,37845.36,L01599,2024-12-01
1600,27,2024-06-14,Linha A,9672.01,7902.69,5494.96,L01600,2024-10-01
1601,23,2023-04-01,Linha B,5564.73,5190.83,24602.55,L01601,2024-12-26
1602,3,2023-02-06,Linha A,4323.39,3613.24,6029.55,L01602,2024-08-04
1603,25,2024-02-21,LINHA A,1885.56,1670.36,16899.65,L01603,2024-11-08
1604,20,2023-11-07,linha c,7345.38,6874.51,44478.96,L01604,2024-10-26
1605,11,2023-07-02,Linha A,7896.75,6167.24,14999.22,L01605,2024-10-31
1606,2,2024-03-29,Linha C,9354.64,7228.83,35042.95,L01606,2024-06-20
1607,15,2023-03-12,Linha B,6819.67,5055.68,48041.28,L01607,2024-09-14
1608,8,2024-06-03,Linha A,9281.32,8798.01,7771.43,L01608,2024-11-08
1609,14,2023-07-18,Linha C,5988.23,5808.1,44441.88,L01609,2025-04-09
1610,6,2023-07-28,Linha B,9060.75,6883.04,45148.82,L01610,2024-04-06
1611,15,2024-04-15,Linha B,7402.81,6962.75,42505.45,L01611,2025-04-07
1612,20,16/12/2024,Linha C,3544.74,2509.69,48569.12,L01612,2024-11-26
1613,26,2023-08-08,Linha B,6001.42,5849.81,46174.05,L01613,18/07/2024
1614,21,2023-08-13,Linha C,5646.69,4443.91,49826.49,L01614,2024-06-28
1615,3,2023-05-14,LINHA C,5195.46,5076.34,42821.55,L01615,2024-09-18
1616,9,2024-11-12,linha a,2997.06,2879.92,21188.16,L01616,2024-05-23
1617,15,2024-04-04,Linha A,2207.29,1886.24,20695.13,L01617,2024-09-08
1618,6,20/09/2024,LINHA B,2944.48,2664.24,19975.76,L01618,2024-06-08
1619,18,2024-11-21,LINHA C,9040.27,7882.52,34012.12,L01619,2025-01-06
1620,11,2023-05-13,Linha A,7808.97,7605.87,12759.5,L01620,2024-07-04
1621,28,2023-07-08,Linha B,6595.33,5183.14,32958.67,L01621,2025-01-22
1622,3,2024-04-25,LINHA C,4460.7,4161.9,17434.65,L01622,2024-12-29
1623,4,2023-09-30,Linha A,9382.2,6956.61,,L01623,2025-04-03
1624,17,2023-01-30,linha a,6392.2,6246.07,1336.98,L01624,2024-12-05
1625,29,22/12/2024,Linha C,3211.91,2476.83,11234.44,L01625,2025-06-06
1626,10,2023-03-15,Linha B,2362.87,2292.35,36482.75,L01626,2024-12-03
1627,4,2023-06-06,Linha B,9671.48,7414.52,6677.76,L01627,2025-04-09
1628,15,2023-12-11,Linha A,9844.16,7060.88,28696.95,L01628,2025-06-13
1629,3,2023-02-09,LINHA B,7996.14,7067.96,37009.53,L01629,2024-10-01
1630,22,2024-03-24,Linha A,7293.28,6065.51,45506.32,L01630,2024-03-28
1631,12,2023-04-24,Linha A,5971.0,5635.19,41003.05,L01631,2024-11-08
1632,28,2023-09-25,LINHA B,4730.91,3525.03,6202.2,L01632,2024-08-07
1633,12,2024-12-30,Linha C,1825.28,1566.12,1789.74,L01633,2024-10-12
1634,27,2023-05-29,Linha A,9729.76,6972.02,23287.76,L01634,2024-08-13
1635,16,2023-12-17,LINHA C,4090.54,3713.68,22393.03,L01635,2025-02-03
1636,3,2024-12-22,Linha B,1743.13,1516.42,4536.52,L01636,2024-01-04
1637,21,2023-11-22,Linha A,6809.89,4921.49,46949.18,L01637,2024-06-12
1638,14,2024-07-18,Linha B,9356.4,6750.41,37703.46,L01638,2024-10-22
1639,12,2023-05-06,Linha A,1563.82,1230.58,27396.8,L01639,2025-05-06
1640,24,2023-07-06,linha c,4577.76,3954.51,,L01640,2025-05-18
1641,22,2024-10-08,Linha B,8935.44,8433.83,16485.49,L01641,2024-05-07
1642,13,2023-09-13,Linha C,2170.92,2075.17,5160.75,L01642,2025-02-14
1643,9,2024-12-09,Linha B,3437.19,2888.35,37394.35,L01643,2024-11-02
1644,16,2024-10-22,Linha C,7408.95,6534.0,15586.52,L01644,2025-05-10
1645,24,2023-01-05,Linha C,4657.05,3417.23,15401.99,L01645,2024-12-31
1646,28,2023-01-29,Linha C,2573.86,2244.04,13310.45,L01646,2024-07-29
1647,1,2024-06-17,LINHA C,4921.13,3612.16,14336.64,L01647,2024-07-28
1648,6,2023-02-02,Linha A,9155.93,6695.62,12240.39,L01648,2025-05-29
1649,13,2023-07-21,Linha C,2533.58,1979.32,42600.86,L01649,2024-07-17
1650,21,2024-12-09,Linha A,5927.49,4490.56,4887.98,L01650,2025-02-16
1651,12,2024-11-10,Linha C,4440.79,4309.25,6522.22,L01651,2024-01-02
1652,6,2023-03-24,Linha B,5048.44,3874.81,881.41,L01652,2024-04-29
1653,28,2023-05-09,Linha B,9505.76,8934.7,5028.7,L01653,2024-01-09
1654,19,2024-08-04,Linha A,7759.34,7338.55,3112.17,L01654,2024-07-10
1655,9,2024-06-01,LINHA A,7630.58,7451.1,1212.67,L01655,2025-01-20
1656,7,2024-07-26,linha a,4664.47,4303.91,3843.13,L01656,2024-05-08
1657,19,2023-12-31,Linha A,8261.62,8017.05,24150.76,L01657,2024-10-27
1658,15,2024-06-03,linha a,2798.15,2234.73,45047.32,L01658,2024-01-11
1659,24,2024-06-25,Linha C,3598.72,3236.23,35837.59,L01659,2025-05-24
1660,21,2024-10-08,Linha C,4303.15,3527.22,8316.74,L01660,2025-05-20
1661,7,2024-10-14,Linha B,7476.12,5926.54,21227.43,L01661,2024-07-22
1662,28,2023-08-16,linha c,9372.79,8289.13,2943.15,L01662,2024-07-18
1663,26,2023-09-08,Linha B,4145.09,3242.24,33897.45,L01663,2024-07-15
1664,8,2023-12-14,Linha B,9372.89,8517.46,36145.76,L01664,2025-01-09
1665,15,2024-06-29,Linha A,4030.04,2916.24,8854.56,L01665,2025-04-17
1666,8,2023-11-24,Linha C,5814.92,5634.2,14920.67,L01666,2025-01-15
1667,5,2023-10-14,Linha C,4994.91,3901.54,3145.29,L01667,2025-06-12
1668,16,2024-01-04,Linha C,1985.77,1895.41,38670.05,L01668,2024-03-06
1669,14,2024-08-07,Linha C,554.55,537.16,4390.67,L01669,2024-04-03
1670,8,2024-03-01,Linha A,9829.41,7653.37,44750.98,L01670,2025-05-20
1671,7,2023-10-11,linha b,8289.9,7573.33,16428.33,L01671,2024-06-08
1672,19,2023-01-15,Linha B,5656.89,5456.59,34033.65,L01672,2024-10-09
1673,29,2024-02-15,Linha A,2388.83,2004.26,31973.01,L01673,2025-06-18
1674,26,2024-12-16,Linha B,1599.07,1174.57,19445.06,L01674,2025-06-29
1675,29,2023-10-13,Linha B,5240.35,4831.54,,L01675,2024-07-04
1676,17,2023-09-16,linha b,5251.2,4272.83,3665.25,L01676,2024-12-25
1677,12,2023-07-16,Linha C,5795.08,5410.59,16568.6,L01677,2025-06-11
1678,5,2023-10-24,Linha B,1170.85,883.35,33283.73,L01678,2024-05-20
1679,16,2023-04-28,LINHA C,700.65,592.7,46156.63,L01679,2024-11-27
1680,4,2024-11-01,Linha A,1666.69,1289.88,31969.01,L01680,2024-03-19
1681,25,2024-10-15,Linha A,1979.29,1800.63,41048.03,L01681,2024-09-29
1682,12,2023-11-11,Linha B,2085.12,1735.18,9138.67,L01682,2024-01-10
1683,27,2023-05-20,Linha C,6502.18,6258.08,20581.88,L01683,2024-01-30
1684,24,2024-12-31,Linha A,1780.11,1693.9,11028.5,L01684,2024-11-25
1685,27,2023-04-09,Linha A,5354.07,3959.89,18644.18,L01685,2024-10-05
1686,23,2023-03-26,Linha C,5747.96,4526.87,,L01686,2024-02-29
1687,22,2024-11-30,linha b,5493.87,4369.34,26342.26,L01687,2025-05-10
1688,30,2023-01-15,Linha A,5069.3,4451.67,47333.16,L01688,2025-05-30
1689,10,2024-04-09,Linha B,1646.64,1232.55,26476.22,L01689,2024-11-01
1690,2,2024-10-01,Linha B,785.4,560.0,24380.85,L01690,2024-04-18
1691,23,2024-09-13,Linha B,6796.19,5471.38,835.38,L01691,2025-05-28
1692,6,2024-02-25,Linha B,1772.62,1468.99,5481.62,L01692,2024-10-28
1693,25,2024-05-25,Linha B,4804.2,3439.84,23012.08,L01693,2024-12-27
1694,14,2023-07-12,LINHA C,799.88,710.04,37955.55,L01694,2024-07-15
1695,30,2023-09-09,Linha B,8081.42,6782.48,22318.53,L01695,2025-04-14
1696,23,2023-11-20,Linha A,5390.49,5103.76,26279.48,L01696,2025-06-21
1697,12,2024-03-12,Linha A,1359.95,1222.45,2883.51,L01697,2025-05-14
1698,14,2024-04-15,Linha A,7484.66,7234.05,35107.19,L01698,2025-03-19
1699,1,2023-01-12,Linha B,7924.24,6593.88,31843.38,L01699,2025-05-05
1700,21,2023-08-01,Linha B,6834.29,6438.56,42950.97,L01700,2024-08-22
1701,26,2024-05-02,Linha B,7270.93,5493.43,22928.55,L01701,2024-12-13
1702,27,2024-04-13,Linha A,709.38,634.94,5999.53,L01702,2024-06-26
1703,16,2024-12-13,Linha C,8320.56,7647.55,46158.89,L01703,2024-01-31
1704,6,2023-09-27,LINHA B,5288.17,4824.45,48140.81,L01704,2024-11-18
1705,26,2023-02-26,Linha C,4412.08,3973.73,46081.95,L01705,2025-02-21
1706,1,2024-07-24,Linha B,9221.74,8053.14,46222.56,L01706,2024-03-07
1707,8,2023-11-08,linha c,9838.19,8518.87,6641.09,L01707,2025-01-13
1708,24,2024-12-22,LINHA B,7363.35,6954.66,33984.73,L01708,2025-05-03
1709,26,2024-06-29,Linha C,1721.49,1401.06,25932.26,L01709,2024-01-14
1710,2,2023-03-26,Linha C,3115.2,3021.43,32253.52,L01710,2024-02-26
1711,15,2023-12-15,Linha A,7174.03,5635.71,27563.0,L01711,2025-02-10
1712,20,2024-12-23,Linha A,6007.78,4437.34,48914.41,L01712,27/02/2025
1713,12,2024-01-20,LINHA A,5740.97,5193.01,30215.17,L01713,2024-12-12
1714,24,2023-11-22,Linha C,923.84,750.22,,L01714,2024-03-30
1715,21,2023-08-06,Linha A,3996.17,3644.82,39253.81,L01715,2024-05-03
1716,3,2023-06-28,Linha B,8574.52,7986.54,7673.12,L01716,2025-06-06
1717,18,2024-06-01,Linha B,6102.28,5452.84,38060.5,L01717,2025-01-17
1718,21,2023-11-11,Linha C,4723.03,4028.19,9027.66,L01718,2025-04-25
1719,4,2023-10-27,Linha B,3312.42,2427.66,18130.28,L01719,2024-04-06
1720,13,2023-03-30,Linha C,2223.37,1627.45,47195.09,L01720,2025-06-06
1721,17,2023-01-20,Linha B,8901.1,8665.93,8888.93,L01721,2025-05-24
1722,29,2024-05-15,Linha A,9276.85,7047.47,19673.67,L01722,2025-03-18
1723,16,2024-09-15,Linha B,9687.42,7230.43,4600.34,L01723,2025-05-21
1724,26,2024-12-23,Linha A,2673.7,2606.9,19643.34,L01724,2024-03-29
1725,25,2024-06-05,linha c,4457.07,3610.25,13475.08,L01725,2025-02-01
1726,18,2024-04-25,Linha A,6269.08,5898.49,28048.53,L01726,2024-06-17
1727,3,2023-10-06,Linha C,6677.61,6085.3,18078.14,L01727,2024-09-05
1728,5,2023-06-12,Linha C,5199.51,4338.53,21140.31,L01728,2024-09-24
1729,7,2023-08-22,Linha C,557.29,432.1,43515.36,L01729,2024-02-18
1730,14,2024-10-19,Linha C,8620.17,6607.86,38067.11,L01730,2024-08-30
1731,16,2024-09-18,Linha B,6425.17,5006.67,23327.42,L01731,2025-06-06
1732,1,2023-04-18,Linha B,552.76,435.9,27909.69,L01732,2024-02-01
1733,29,2024-02-19,Linha A,7223.89,6437.85,32078.58,L01733,2025-02-06
1734,3,2023-06-23,Linha B,1903.99,1751.0,21012.05,L01734,2025-02-20
1735,8,2024-09-10,Linha B,3519.94,2737.34,32147.91,L01735,2024-07-31
1736,4,2023-05-25,linha a,5068.36,4508.49,29716.86,L01736,2024-03-31
1737,4,2024-03-07,Linha A,1520.88,1305.39,9503.63,L01737,2024-01-03
1738,22,2024-05-31,Linha A,7689.0,7413.64,38809.14,L01738,2024-06-13
1739,28,2023-03-03,Linha C,8397.13,6968.39,2424.67,L01739,2024-06-07
1740,7,2023-03-15,LINHA C,2094.32,1762.09,34354.11,L01740,28/12/2024
1741,7,2024-11-14,Linha B,9375.88,7364.65,2700.17,L01741,2025-06-28
1742,19,2023-07-11,Linha B,3853.89,3070.66,44162.94,L01742,2024-12-29
1743,19,2023-05-21,Linha A,4753.33,4285.82,15403.47,L01743,2024-05-18
1744,28,2024-06-17,linha c,2912.53,2326.63,870.85,L01744,2024-05-21
1745,6,2023-09-15,Linha B,2403.79,2272.97,49879.33,L01745,06/03/2024
1746,10,2023-12-30,Linha A,3617.15,2847.82,34171.46,L01746,2025-04-29
1747,26,2024-05-19,Linha A,2392.06,1869.7,5154.5,L01747,2025-04-09
1748,28,2023-04-07,Linha A,9121.82,6479.78,17057.19,L01748,2024-04-19
1749,10,2023-11-28,Linha C,4005.49,3377.61,46332.33,L01749,2024-03-07
1750,4,2024-03-24,LINHA B,2460.34,1782.92,42778.09,L01750,2024-10-14
1751,24,2024-12-17,linha c,1045.14,901.96,12354.53,L01751,2024-10-06
1752,19,2023-05-13,Linha A,7921.23,6168.36,16896.55,L01752,2024-08-13
1753,29,2024-12-09,Linha C,5129.57,3913.32,34681.06,L01753,2024-11-10
1754,22,2023-06-13,LINHA B,8652.76,7820.77,26843.81,L01754,2024-06-12
1755,2,2023-05-11,linha b,3078.27,2292.2,17329.89,L01755,2024-09-28
1756,23,2024-09-10,Linha C,9126.52,8892.98,,L01756,2024-01-28
1757,29,2023-05-27,linha b,2794.16,2573.22,38349.96,L01757,2024-01-24
1758,14,2024-10-02,Linha C,4139.86,3481.83,12316.56,L01758,2024-08-29
1759,9,2023-07-25,LINHA B,9097.58,6749.53,36266.18,L01759,2024-04-18
1760,13,2024-06-02,Linha C,8710.1,6338.51,39432.23,L01760,2025-06-29
1761,10,2023-10-30,Linha C,1722.32,1663.43,25692.93,L01761,2024-03-17
1762,10,2023-07-05,Linha B,8922.65,7596.43,13523.26,L01762,2024-12-10
1763,2,2023-12-07,linha c,5310.28,4112.22,6003.23,L01763,2024-05-24
1764,15,2023-10-25,Linha A,8216.51,6127.51,17067.85,L01764,2024-05-15
1765,28,2023-05-21,Linha C,7952.1,6363.64,43849.61,L01765,2024-10-31
1766,17,2024-08-23,Linha C,4478.97,3644.82,24768.41,L01766,2025-03-29
1767,2,2023-08-22,Linha B,4228.01,3634.66,29988.35,L01767,2024-06-30
1768,23,2024-07-04,Linha B,1388.15,1073.36,6486.16,L01768,2024-07-18
1769,17,2024-01-12,Linha C,4316.28,3268.85,2668.77,L01769,2025-01-19
1770,1,2023-10-06,Linha A,9531.94,7951.41,38299.02,L01770,2024-07-21
1771,9,2024-03-01,LINHA B,8127.36,6704.51,19023.35,L01771,2025-01-04
1772,2,2023-04-11,Linha B,2510.46,2195.46,40416.24,L01772,2024-10-15
1773,3,2024-02-21,Linha B,6619.09,5647.06,7427.29,L01773,2024-12-26
1774,5,2024-05-27,Linha C,8366.69,8173.92,31969.35,L01774,2025-03-05
1775,28,2024-04-08,Linha C,6786.1,5551.51,30269.83,L01775,2024-07-27
1776,3,2023-11-16,Linha C,5449.31,3987.27,30663.87,L01776,2024-03-11
1777,26,2023-01-06,Linha A,9273.96,7230.46,1681.01,L01777,2025-01-02
1778,23,2024-02-01,linha b,735.46,608.63,27929.05,L01778,2024-07-17
1779,3,2024-02-09,Linha B,1561.68,1474.13,30287.52,L01779,2024-10-11
1780,19,2023-10-05,Linha A,8868.29,6427.57,26764.82,L01780,2024-09-28
1781,3,2023-02-21,Linha A,8620.87,7098.81,32054.22,L01781,2025-04-27
1782,15,2023-05-04,LINHA C,2758.6,2130.34,31577.63,L01782,2024-12-25
1783,25,2024-06-02,Linha C,588.77,529.52,28795.54,L01783,2025-04-03
1784,23,2024-03-16,Linha B,3586.75,2712.76,3637.61,L01784,2025-01-05
1785,13,2023-03-19,Linha B,2231.97,2156.38,4562.19,L01785,2024-10-02
1786,5,2023-07-20,Linha A,5317.29,4862.94,32627.87,L01786,2024-10-29
1787,16,2023-09-21,Linha C,4902.78,4441.29,30850.41,L01787,2024-04-23
1788,25,2024-09-05,Linha B,6041.02,5772.41,30376.96,L01788,2024-12-08
1789,17,2024-08-05,Linha C,5195.24,3819.74,24578.25,L01789,2024-07-23
1790,14,2023-08-06,linha b,2244.18,1715.11,,L01790,2024-12-14
1791,30,2024-07-10,Linha A,3539.63,2711.59,31017.66,L01791,2025-06-07
1792,22,2023-06-25,Linha A,8079.56,5783.24,38573.78,L01792,2024-05-09
1793,27,2023-01-03,linha a,3117.45,2305.77,36560.57,L01793,2024-12-24
1794,24,2024-06-09,Linha C,2267.98,1623.32,20674.23,L01794,2024-06-07
1795,19,03/04/2023,Linha A,4967.06,3554.59,28720.11,L01795,2024-11-02
1796,15,22/06/2023,Linha C,9009.18,8282.9,,L01796,2024-11-07
1797,1,2023-08-12,Linha A,6354.61,4983.12,969.64,L01797,2024-05-16
1798,13,2023-03-28,LINHA A,702.01,554.86,5005.49,L01798,2024-07-02
1799,29,2023-05-04,Linha A,2276.27,1952.89,35598.42,L01799,2025-05-27
1800,8,2023-01-16,Linha B,1865.11,1309.4,23227.89,L01800,2025-01-29
1801,16,2024-03-27,Linha B,5867.21,4448.69,48792.88,L01801,2025-05-08
1802,14,2024-11-06,linha a,9948.82,8025.57,46430.41,L01802,2025-01-29
1803,30,2024-02-23,Linha B,578.27,484.64,36196.88,L01803,2024-07-08
1804,10,2023-12-11,Linha C,8259.4,6771.05,6534.57,L01804,2025-03-08
1805,4,2024-10-18,Linha C,9128.52,8380.08,45778.87,L01805,2024-05-28
1806,9,2023-03-09,Linha B,3059.34,2717.06,4724.93,L01806,06/10/2024
1807,12,2024-11-25,Linha C,1855.12,1781.9,27620.53,L01807,2025-05-02
1808,24,2024-02-15,Linha A,1771.0,1560.48,15199.9,L01808,2025-05-07
1809,24,2023-05-19,Linha A,5840.33,4589.11,4914.39,L01809,2024-02-29
1810,18,2024-04-21,Linha B,5344.81,3986.27,42675.22,L01810,2025-05-05
1811,23,2024-07-18,linha c,1836.01,1556.68,9529.7,L01811,2024-05-13
1812,10,2023-12-07,LINHA A,9447.74,8220.47,30868.67,L01812,2024-02-14
1813,22,2023-05-29,Linha B,3253.08,2728.9,20358.44,L01813,2024-08-18
1814,23,2023-10-20,Linha C,8725.18,8300.93,35749.34,L01814,2025-01-01
1815,24,2024-07-19,LINHA B,9591.93,8933.86,19252.14,L01815,2024-11-21
1816,20,2023-02-18,LINHA A,6881.38,6636.42,35341.09,L01816,2024-06-03
1817,2,13/06/2024,Linha C,5116.22,4108.54,16105.82,L01817,2024-03-22
1818,7,2024-10-31,LINHA C,5235.96,4890.22,49544.22,L01818,2024-09-21
1819,27,2023-06-16,Linha B,9252.54,8780.46,12933.86,L01819,2025-03-12
1820,20,2024-01-16,Linha A,9105.8,6513.58,38752.59,L01820,2024-05-18
1821,20,2024-02-08,Linha A,9437.97,7996.12,25976.67,L01821,20/05/2024
1822,9,2024-06-29,Linha A,9897.87,9418.65,29251.75,L01822,2025-02-18
1823,26,2024-09-26,Linha B,9831.36,7277.57,14039.96,L01823,2024-01-04
1824,12,2024-09-23,Linha A,4638.38,3990.25,17486.7,L01824,2024-07-19
1825,4,2023-07-11,LINHA A,2868.25,2646.07,19747.05,L01825,2024-01-17
1826,16,2023-04-01,Linha B,6135.73,4999.99,4063.05,L01826,2024-07-30
1827,23,2024-09-20,Linha B,6742.17,5529.71,26390.35,L01827,2024-12-11
1828,16,2024-12-28,Linha C,6845.65,5323.13,24537.86,L01828,2025-06-09
1829,11,2023-05-07,Linha B,6674.37,6013.24,46306.04,L01829,2024-05-03
1830,3,2023-10-22,Linha A,4503.01,4143.49,39952.76,L01830,2024-04-02
1831,1,24/12/2024,LINHA A,3106.33,2513.72,20834.27,L01831,2025-06-04
1832,27,2024-12-14,Linha A,5059.89,4512.34,,L01832,2024-11-29
1833,18,2023-02-12,linha c,5724.55,4660.6,24947.55,L01833,2024-01-18
1834,11,2023-01-24,linha a,611.46,520.98,1414.97,L01834,2025-02-16
1835,23,2023-07-26,Linha B,7355.89,5848.62,37271.75,L01835,2024-11-01
1836,3,2024-11-24,Linha B,6498.85,5335.02,13221.05,L01836,2024-04-16
1837,7,2024-10-14,Linha B,7444.03,6642.69,36203.32,L01837,2025-04-04
1838,21,2024-01-12,Linha A,7769.42,7381.23,23299.6,L01838,2024-01-27
1839,7,2024-01-19,Linha A,5562.96,4463.62,4155.76,L01839,2025-03-15
1840,10,2023-02-13,Linha C,8253.27,5853.45,31725.84,L01840,2025-03-06
1841,9,2024-08-13,Linha B,1143.26,957.83,44583.82,L01841,2025-06-30
1842,14,2024-06-17,Linha A,6741.57,6596.4,39074.9,L01842,2025-06-13
1843,9,2023-01-14,Linha C,5549.59,5430.55,35628.01,L01843,2025-06-05
1844,30,24/09/2023,Linha B,6989.87,5783.24,6897.54,L01844,2024-04-07
1845,5,2023-03-25,Linha C,1541.28,1286.34,21441.93,L01845,2024-01-25
1846,5,2024-10-07,LINHA A,4849.2,3675.28,2303.88,L01846,2024-10-12
1847,1,2024-06-01,Linha A,4208.85,3669.67,2241.58,L01847,2024-03-09
1848,14,2024-04-25,Linha C,3095.67,2754.55,16486.35,L01848,2024-03-22
1849,19,2023-04-21,Linha A,7924.61,6408.28,27083.65,L01849,2024-08-02
1850,16,2024-10-30,Linha B,9092.76,8214.17,15493.61,L01850,2024-09-14
1851,16,2023-07-19,linha c,3396.32,2601.58,28433.92,L01851,2024-04-23
1852,26,2023-12-24,Linha A,3748.73,3590.81,1301.14,L01852,2025-05-14
1853,24,05/03/2024,Linha B,8839.89,7044.29,13314.02,L01853,2024-07-19
1854,27,2023-07-28,Linha C,9033.54,7703.47,3285.75,L01854,2025-02-02
1855,17,2024-01-16,Linha A,5197.85,4505.92,47478.51,L01855,2024-06-06
1856,15,2024-10-14,Linha B,6834.3,6083.3,43624.57,L01856,2024-09-26
1857,8,2024-01-29,Linha C,3512.76,2733.46,2819.54,L01857,2025-03-10
1858,4,2024-06-05,Linha A,7568.04,6158.91,35301.8,L01858,2024-01-25
1859,28,2023-05-15,Linha C,7533.37,6834.75,10220.02,L01859,2024-12-16
1860,11,2023-03-11,linha c,4173.64,3779.48,,L01860,2025-01-10
1861,19,2024-12-27,linha a,4385.22,3814.66,37051.48,L01861,2024-12-07
1862,6,2024-06-17,Linha C,1642.09,1268.29,39466.65,L01862,2025-01-09
