id_pedido,id_cliente,data_pedido,status,canal,desconto_pct
2550,164,2024-09-01,Cancelado,Direto,14.1
2551,16,2024-02-01,Em separação,DIRETO,6.44
2552,60,2023-02-19,Entregue,E-COMMERCE,2.65
2553,151,2024-03-28,Em separação,DIRETO,10.3
2554,102,2023-12-14,Cancelado,Representante,5.44
2555,85,2024-09-03,Cancelado,E-COMMERCE,12.67
2556,131,2023-09-05,Entregue,Representante,
2557,98,2024-08-24,Entregue,E-commerce,9.9
2558,145,2023-02-03,entregue,Direto,6.45
2559,160,2024-04-22,Cancelado,Representante,11.02
2560,25,2024-12-03,Em separação,E-commerce,1.4
2561,58,2024-01-02,Entregue,Direto,0.09
2562,37,2024-10-07,Cancelado,E-commerce,14.22
2563,170,2023-03-18,Faturado,E-commerce,4.88
2564,14,2024-01-06,cancelado,E-commerce,12.62
2565,49,2024-05-25,Entregue,E-commerce,14.34
2566,194,2024-11-24,Faturado,E-commerce,5.73
2567,84,2023-09-10,Cancelado,REPRESENTANTE,5.33
2568,193,2023-06-05,Em separação,Direto,6.18
2569,165,2024-01-08,Cancelado,E-Commerce,
2570,63,2023-08-31,Cancelado,Representante,2.14
2571,79,2024-04-18,Em separação,Representante,7.38
2572,32,2024-05-09,Faturado,Representante,1.68
2573,76,2023-09-20,Em Separação,E-commerce,6.47
2574,128,2023-03-13,Faturado,E-Commerce,
2575,42,2024-10-03,Cancelado,Direto,10.66
2576,119,10/10/2023,Entregue,E-commerce,1.45
2577,108,2023-11-30,Faturado,e-commerce,9.3
2578,36,2023-02-07,Em separação,Direto,
2579,63,2024-03-28,CANCELADO,E-commerce,14.61
2580,29,2024-04-07,Cancelado,E-commerce,10.68
2581,69,2024-07-12,Em separação,Direto,
2582,21,2024-07-09,Em separação,Representante,3.46
2583,54,2024-10-03,Cancelado,E-commerce,
2584,58,2023-02-11,faturado,Direto,9.01
2585,101,2024-05-23,Entregue,Representante,
2586,101,2024-03-04,entregue,Representante,
2587,10,2023-04-09,faturado,Direto,
2588,52,2023-02-12,cancelado,Representante,2.41
2589,165,22/02/2024,Faturado,Direto,
2590,75,2024-10-30,Entregue,E-commerce,
2591,76,2023-04-16,Faturado,Representante,
2592,145,2023-06-23,Em separação,E-commerce,
2593,166,2023-12-23,Em separação,Representante,5.45
2594,6,2023-10-28,Cancelado,Direto,12.79
2595,184,2024-02-13,ENTREGUE,E-commerce,2.53
2596,99,2023-08-12,Cancelado,representante,7.68
2597,82,2024-11-29,Entregue,e-commerce,7.59
2598,78,07/05/2024,Em separação,direto,11.54
2599,110,2024-05-28,em separação,Direto,11.4
2600,71,2023-07-18,Cancelado,Direto,7.97
2601,109,2024-10-17,Entregue,e-commerce,9.1
2602,121,2024-03-03,Cancelado,E-commerce,11.67
2603,99,2024-04-03,cancelado,Direto,12.78
2604,37,2024-07-21,Entregue,representante,
2605,47,2023-06-02,Entregue,Direto,7.61
2606,183,2023-03-04,Cancelado,e-commerce,
2607,176,2023-05-19,Em separação,Direto,9.02
2608,52,2023-07-07,faturado,E-COMMERCE,12.64
2609,94,2024-05-15,EM SEPARAÇÃO,Direto,6.62
2610,31,2023-09-21,Entregue,DIRETO,
2611,85,2023-02-20,Faturado,e-commerce,7.58
2612,45,2023-12-21,Entregue,E-Commerce,3.79
2613,95,2023-04-21,EM SEPARAÇÃO,E-commerce,3.85
2614,175,12/12/2023,Entregue,Representante,5.17
2615,193,2024-06-15,cancelado,E-COMMERCE,9.34
2616,61,2024-12-18,Entregue,E-commerce,12.31
2617,165,2024-05-03,Em separação,Direto,12.45
2618,48,2024-02-10,Faturado,E-COMMERCE,10.52
2619,34,2024-08-16,Faturado,Direto,7.82
2620,39,2024-09-27,Em separação,representante,8.36
2621,133,2023-12-30,Em separação,Representante,5.92
2622,72,2024-04-11,Cancelado,E-commerce,
2623,148,2024-11-23,ENTREGUE,Representante,
2624,184,2024-10-08,CANCELADO,Direto,11.36
2625,137,2024-08-03,ENTREGUE,Representante,7.66
2626,50,2023-10-02,cancelado,Representante,3.78
2627,4,2023-02-17,Faturado,E-commerce,
2628,43,2024-05-12,Faturado,E-commerce,
2629,15,2023-11-01,Em separação,Direto,14.69
2630,134,2024-11-18,ENTREGUE,E-commerce,13.4
2631,196,2024-09-28,faturado,Direto,11.97
2632,176,2023-01-06,Cancelado,Representante,3.6
2633,151,2024-05-21,em separação,Direto,4.46
2634,53,2023-02-07,Faturado,Representante,6.25
2635,31,2024-07-14,Faturado,Direto,11.0
2636,193,2024-03-19,Faturado,e-commerce,
2637,169,2024-04-06,Em separação,Representante,10.93
2638,164,2024-03-20,Entregue,Representante,13.55
2639,7,2024-02-14,Em separação,E-commerce,4.49
2640,77,2023-06-09,em separação,E-commerce,8.56
2641,105,2023-02-04,Em separação,E-commerce,
2642,31,2024-03-20,Entregue,REPRESENTANTE,10.01
2643,4,2023-06-26,Em separação,Representante,3.57
2644,17,2024-12-26,Faturado,E-commerce,1.04
2645,35,2023-01-04,FATURADO,Representante,0.04
2646,52,2024-04-18,Cancelado,Direto,4.84
2647,151,2023-07-15,Entregue,E-Commerce,5.13
2648,199,2023-11-30,Entregue,Representante,8.82
2649,57,2023-01-29,cancelado,E-commerce,3.08
2650,37,31/07/2023,Em separação,Direto,4.99
2651,123,2024-02-19,Entregue,Representante,13.05
2652,191,2024-06-26,Entregue,Direto,2.83
2653,88,2024-09-08,cancelado,E-commerce,13.43
2654,66,2024-12-16,FATURADO,Representante,9.6
2655,17,2023-04-19,Cancelado,E-commerce,
2656,188,2024-07-30,Cancelado,E-commerce,7.79
2657,180,2023-03-24,Cancelado,Direto,12.39
2658,67,2024-10-13,Entregue,Representante,1.43
2659,79,2023-01-24,Faturado,Representante,12.29
2660,139,2023-07-30,CANCELADO,E-commerce,11.42
2661,48,2024-02-22,Em separação,Representante,
2662,142,2023-04-21,Cancelado,E-commerce,
2663,32,2023-08-11,Faturado,Direto,
2664,95,2023-12-14,Entregue,E-commerce,
2665,116,2023-12-31,Faturado,E-commerce,
2666,165,2023-02-04,faturado,E-commerce,12.35
2667,152,2024-03-23,Em separação,E-commerce,12.11
2668,123,2023-09-28,CANCELADO,Representante,
2669,31,2023-12-01,entregue,E-commerce,
2670,74,2024-02-21,Faturado,E-commerce,13.68
2671,120,2024-08-06,faturado,Representante,
2672,114,2023-11-18,Em Separação,Direto,4.54
2673,85,2024-10-29,Em separação,Direto,12.31
2674,59,2023-05-15,Em separação,E-commerce,
2675,200,2023-12-10,Entregue,E-commerce,
2676,87,08/02/2023,faturado,E-commerce,2.99
2677,48,2023-05-26,Cancelado,Direto,7.89
2678,4,2024-08-16,Faturado,Representante,10.38
2679,121,2023-11-27,Em separação,Representante,3.34
2680,11,2023-06-09,FATURADO,Representante,
2681,97,2023-07-28,em separação,E-commerce,11.42
2682,90,2024-04-18,Entregue,e-commerce,13.29
2683,163,2024-02-11,Cancelado,E-commerce,7.16
2684,195,2024-07-08,Em Separação,direto,12.4
2685,132,2023-07-29,Em separação,Direto,13.9
2686,26,2024-02-25,Faturado,Direto,14.27
2687,108,2024-07-19,Em separação,direto,12.7
2688,157,2024-01-05,Faturado,Direto,11.96
2689,87,2023-10-31,Faturado,E-commerce,3.94
2690,54,2024-03-18,Faturado,Representante,12.11
2691,52,2024-02-29,Cancelado,E-commerce,13.5
2692,3,2024-08-27,Em separação,Representante,12.29
2693,7,2024-12-12,Faturado,Representante,13.97
2694,141,2024-01-02,Em separação,REPRESENTANTE,8.06
2695,77,27/12/2023,Em separação,Direto,8.45
2696,35,2024-10-21,Entregue,Direto,7.29
2697,55,2024-11-25,Em separação,E-commerce,13.44
2698,40,2023-06-19,Entregue,REPRESENTANTE,1.34
2699,182,2024-10-09,FATURADO,Direto,0.67
2700,38,2024-12-14,cancelado,Direto,13.3
2701,174,2023-06-02,Cancelado,E-commerce,7.1
2702,80,2023-02-25,Faturado,Direto,5.24
2703,26,2024-02-11,Em separação,Direto,2.89
2704,99,2024-02-24,Entregue,Representante,1.41
2705,133,2024-03-19,Em separação,Direto,14.73
2706,109,2024-10-03,Cancelado,Representante,10.96
2707,48,2024-11-07,Faturado,Representante,7.35
2708,50,2024-01-11,Cancelado,Direto,7.48
2709,14,2023-09-15,Em separação,Direto,
2710,50,26/01/2023,Faturado,E-COMMERCE,4.85
2711,66,2024-08-03,entregue,E-COMMERCE,5.11
2712,161,2024-10-16,Cancelado,Representante,
2713,174,2024-12-24,Cancelado,Direto,6.94
2714,176,2023-12-09,cancelado,E-commerce,
2715,55,2024-01-19,Em separação,Direto,8.81
2716,66,2024-05-31,Entregue,Direto,6.26
2717,17,2024-07-15,Entregue,E-commerce,6.49
2718,68,2024-02-25,EM SEPARAÇÃO,Representante,6.66
2719,184,2024-07-19,Faturado,E-COMMERCE,5.91
2720,14,2024-09-13,Entregue,Representante,
2721,37,2024-05-07,faturado,Representante,
2722,122,2024-05-08,Em Separação,DIRETO,1.3
2723,40,2023-07-26,em separação,Direto,13.63
2724,115,2023-07-17,Entregue,e-commerce,
2725,168,2023-02-04,Cancelado,Representante,9.06
2726,47,02/08/2024,Entregue,Representante,8.49
2727,146,2024-06-05,Cancelado,E-commerce,12.42
2728,20,2024-06-19,ENTREGUE,E-commerce,
2729,113,2023-12-24,Entregue,Direto,
2730,19,2023-04-30,ENTREGUE,REPRESENTANTE,14.84
2731,108,2023-07-22,entregue,E-commerce,5.6
2732,97,2024-10-21,Faturado,Representante,
2733,5,09/12/2023,Cancelado,Direto,10.21
2734,97,2024-05-03,Entregue,E-Commerce,12.96
2735,90,2024-01-20,Em separação,direto,
2736,23,2023-08-16,entregue,Direto,14.43
2737,182,2023-06-19,Entregue,E-commerce,
2738,20,2024-03-01,Cancelado,Representante,1.25
2739,138,2023-10-14,Em separação,Direto,11.02
2740,114,2023-11-22,Cancelado,REPRESENTANTE,
2741,101,2024-11-25,Faturado,Representante,13.07
2742,20,2024-03-18,entregue,Representante,3.6
2743,5,2024-02-03,Faturado,Representante,3.25
2744,107,2023-10-18,Faturado,Representante,1.7
2745,39,2023-01-05,Entregue,DIRETO,11.05
2746,56,2024-02-16,Faturado,Representante,1.24
2747,151,2023-08-02,Cancelado,Representante,14.8
2748,30,2024-05-18,Entregue,Direto,7.87
2749,71,2023-04-15,Cancelado,Representante,8.01
2750,34,2023-09-08,em separação,E-COMMERCE,7.28
2751,13,2024-03-03,Cancelado,E-commerce,2.54
2752,73,2023-07-19,Entregue,direto,7.92
2753,152,2023-01-19,Faturado,E-commerce,6.06
2754,25,02/08/2023,Faturado,E-commerce,7.66
2755,90,2023-09-15,Faturado,Representante,1.81
2756,24,2024-10-19,Cancelado,Direto,11.35
2757,49,2023-06-06,Em Separação,E-commerce,
2758,58,2023-10-13,Entregue,E-commerce,3.55
2759,108,2023-10-31,Em separação,E-commerce,9.46
2760,148,2023-09-24,Em separação,Direto,2.44
2761,100,2023-02-12,Em separação,Direto,9.33
2762,113,2024-07-20,Cancelado,Representante,5.79
2763,78,2024-03-19,Faturado,Direto,11.74
2764,6,2023-10-03,faturado,E-commerce,9.74
2765,77,2023-04-11,Cancelado,representante,10.58
2766,64,2023-11-11,Entregue,direto,14.76
2767,128,2023-10-18,Cancelado,direto,12.51
2768,93,2023-08-22,Em separação,e-commerce,
2769,40,2024-07-13,Faturado,E-commerce,12.89
2770,139,2023-12-02,Entregue,E-Commerce,
2771,123,2023-11-07,cancelado,E-commerce,7.74
2772,165,2023-04-09,Entregue,Direto,
2773,57,2024-01-14,ENTREGUE,Direto,8.2
2774,9,2023-08-07,Faturado,E-commerce,8.82
2775,61,2023-01-12,Em separação,Representante,3.88
2776,18,2024-02-06,Entregue,E-commerce,13.26
2777,90,2023-12-04,Em separação,e-commerce,8.32
2778,90,2023-03-04,Entregue,Direto,11.07
2779,189,2023-07-30,Entregue,E-commerce,2.81
2780,4,2023-03-25,Cancelado,Representante,8.32
2781,4,2024-12-19,Entregue,Direto,5.38
2782,57,2024-03-13,Cancelado,Direto,12.81
2783,199,2024-05-29,CANCELADO,Representante,6.47
2784,142,2024-11-11,Cancelado,direto,0.37
2785,56,2024-09-22,faturado,Direto,
2786,68,2024-05-17,Faturado,Direto,3.39
2787,77,2023-11-25,Em separação,Direto,
2788,170,2023-11-21,Entregue,REPRESENTANTE,4.93
2789,17,2023-11-07,Cancelado,Direto,1.22
2790,138,2023-01-04,Cancelado,REPRESENTANTE,14.87
2791,165,2024-07-01,Faturado,E-commerce,3.41
2792,84,2024-12-20,faturado,Direto,
2793,45,2023-01-07,Faturado,Representante,0.2
2794,198,2023-02-08,Em separação,Direto,1.42
2795,10,2024-07-20,Entregue,Direto,4.68
2796,159,2024-02-14,Faturado,Representante,0.07
2797,88,01/06/2024,Faturado,direto,
2798,42,11/06/2023,Entregue,Representante,3.18
2799,138,2023-06-28,Cancelado,REPRESENTANTE,10.08
2800,76,2024-09-11,Em separação,Direto,
2801,21,2023-04-04,em separação,Representante,
2802,20,2024-05-22,Cancelado,Representante,9.0
2803,139,2024-12-22,Faturado,Representante,14.88
2804,116,2023-12-04,Entregue,Representante,2.56
2805,24,2023-05-01,Entregue,Direto,6.63
2806,109,2024-01-12,Cancelado,Representante,8.56
2807,51,2024-04-17,Faturado,Direto,10.9
2808,126,2024-02-05,Em separação,E-commerce,
2809,2,2024-08-19,Entregue,Direto,4.07
2810,152,2024-10-05,entregue,Direto,10.45
2811,161,2024-08-04,FATURADO,E-commerce,1.74
2812,46,2023-07-31,Cancelado,Direto,11.68
2813,186,2024-07-14,Cancelado,E-commerce,1.69
2814,30,2024-08-28,Faturado,E-commerce,
2815,19,2023-10-16,entregue,Representante,13.1
2816,184,2024-08-15,Faturado,DIRETO,5.88
2817,82,2023-10-24,Entregue,Direto,9.35
2818,10,2023-01-22,Em separação,Direto,0.36
2819,79,2023-06-11,Entregue,Representante,10.93
2820,194,2024-08-28,CANCELADO,REPRESENTANTE,0.23
2821,5,2024-04-14,Em Separação,E-commerce,4.06
2822,73,2024-11-28,Cancelado,direto,
2823,18,2023-07-07,Cancelado,Representante,0.7
2824,113,2024-04-17,Em separação,Representante,2.07
2825,171,2023-09-28,Em Separação,Representante,
2826,65,2023-12-15,Cancelado,E-commerce,11.72
2827,200,2024-05-12,Em separação,Direto,9.42
2828,54,2023-07-12,em separação,Direto,0.26
2829,161,2023-04-09,Faturado,E-commerce,1.52
2830,71,2023-04-27,Faturado,e-commerce,
2831,80,2024-09-04,Em separação,Representante,1.94
2832,164,2024-08-23,Entregue,DIRETO,6.93
2833,178,2023-10-09,Cancelado,REPRESENTANTE,7.11
2834,36,2023-01-03,Cancelado,Representante,7.71
2835,48,2024-12-22,Faturado,Direto,14.3
2836,87,2024-02-10,Cancelado,E-commerce,1.31
2837,140,29/09/2024,Cancelado,E-Commerce,0.05
2838,122,2024-10-07,Faturado,representante,2.51
2839,46,2024-10-22,CANCELADO,Direto,8.31
2840,199,2024-02-20,ENTREGUE,E-COMMERCE,1.39
2841,19,2024-02-21,faturado,Representante,8.09
2842,36,2023-11-13,Cancelado,E-Commerce,14.66
2843,189,2023-10-18,ENTREGUE,Direto,
2844,74,2023-06-09,EM SEPARAÇÃO,Direto,1.37
2845,97,2023-03-15,Em separação,Representante,8.55
2846,8,2024-04-21,Cancelado,Representante,10.5
2847,52,2023-04-12,cancelado,Representante,1.28
2848,157,13/04/2023,Em separação,Direto,13.72
2849,5,2023-04-29,ENTREGUE,Direto,7.84
2850,125,2024-12-24,Em separação,E-Commerce,2.73
2851,159,2023-05-17,entregue,Representante,9.07
2852,199,2023-04-05,Cancelado,Direto,11.84
2853,142,2024-01-03,Faturado,Direto,3.84
2854,113,2023-11-03,Faturado,Representante,1.55
2855,91,2023-11-20,Faturado,Representante,11.0
2856,154,2024-10-11,Em Separação,DIRETO,8.19
2857,107,2024-01-14,ENTREGUE,Direto,0.88
2858,63,2024-08-24,Cancelado,Direto,2.15
2859,167,2023-10-15,Cancelado,Direto,
2860,130,2024-05-14,EM SEPARAÇÃO,E-commerce,12.84
2861,166,2023-06-21,Entregue,representante,5.12
2862,68,2024-09-09,Em separação,Direto,7.98
2863,165,2024-05-16,faturado,REPRESENTANTE,0.47
2864,59,2023-08-15,Entregue,E-COMMERCE,
2865,200,2023-03-18,Em separação,Direto,13.95
2866,111,2023-01-02,Cancelado,Representante,1.52
2867,69,2024-11-21,Em separação,Representante,0.2
2868,35,2023-04-12,Cancelado,E-commerce,5.03
2869,50,2023-10-06,Faturado,representante,4.09
2870,140,2024-12-30,FATURADO,Direto,14.96
2871,47,2023-07-15,Faturado,Direto,1.92
2872,121,2023-05-31,Entregue,REPRESENTANTE,10.5
2873,42,2024-11-28,Faturado,E-commerce,
2874,34,2024-05-22,Em separação,Direto,2.75
2875,1,2023-05-06,Entregue,Direto,14.43
2876,100,2023-11-25,Em separação,representante,10.55
2877,175,2023-10-09,Em separação,E-commerce,8.54
2878,106,2023-11-07,Em separação,E-commerce,6.13
2879,147,2023-03-30,FATURADO,Direto,8.54
2880,92,2024-11-16,em separação,E-commerce,4.82
2881,187,2024-01-15,Em separação,E-COMMERCE,14.66
2882,182,2023-07-30,Entregue,Direto,9.88
2883,19,2024-10-25,Faturado,Direto,4.19
2884,88,2024-08-25,Cancelado,REPRESENTANTE,
2885,140,2023-02-13,Em separação,REPRESENTANTE,5.66
2886,12,2023-02-23,Entregue,Direto,10.7
2887,75,12/07/2023,Em separação,Representante,14.37
2888,9,2024-07-31,Em separação,E-Commerce,11.98
2889,171,2024-05-30,Cancelado,Direto,9.55
2890,38,2024-05-03,Cancelado,DIRETO,8.24
2891,60,2023-12-02,Cancelado,E-commerce,10.92
2892,31,2023-12-13,Cancelado,E-commerce,13.43
2893,122,2023-06-16,Faturado,E-COMMERCE,
2894,18,2024-01-22,cancelado,E-commerce,
2895,139,2023-03-20,cancelado,Direto,
2896,12,2023-05-06,Faturado,E-commerce,9.36
2897,162,2023-06-23,Cancelado,E-commerce,10.3
2898,38,2023-06-28,Em separação,E-commerce,5.71
2899,192,2024-04-24,Cancelado,Direto,7.31
2900,82,2023-05-04,Cancelado,DIRETO,
2901,185,2024-04-17,Em separação,Direto,
2902,24,2023-12-29,Faturado,Representante,13.91
2903,82,2023-08-27,Cancelado,E-commerce,10.65
2904,57,2023-06-18,Faturado,Representante,14.67
2905,9,2023-01-15,Faturado,E-commerce,8.76
2906,154,2023-04-05,entregue,E-commerce,7.49
2907,29,2023-11-24,Em separação,Representante,
2908,45,2024-12-05,entregue,e-commerce,5.13
2909,64,2023-02-08,Cancelado,Direto,10.62
2910,178,2024-10-09,Cancelado,Direto,
2911,65,2024-02-26,Em separação,Representante,
2912,29,2024-05-09,Em separação,Direto,3.01
2913,41,2024-08-08,Em separação,representante,10.04
2914,160,2023-01-12,Cancelado,Direto,
2915,69,2023-01-30,FATURADO,E-commerce,
2916,189,2023-06-16,Em separação,representante,5.36
2917,173,2024-10-13,Entregue,E-commerce,0.41
2918,156,2024-06-06,entregue,Direto,11.15
2919,154,2024-02-18,Faturado,E-commerce,11.55
2920,113,10/04/2023,Entregue,E-commerce,6.9
2921,7,2024-09-25,Cancelado,E-Commerce,10.86
2922,150,2023-05-02,Em separação,E-commerce,9.31
2923,200,2023-02-26,Entregue,Direto,5.2
2924,200,2023-02-15,Cancelado,Direto,12.49
2925,103,2023-01-29,CANCELADO,Representante,13.19
2926,1,2024-09-29,Faturado,E-commerce,14.62
2927,161,2023-12-04,cancelado,Representante,11.66
2928,15,2023-11-13,Em separação,direto,3.88
2929,96,2023-12-04,Cancelado,DIRETO,8.98
2930,74,2024-09-26,ENTREGUE,E-commerce,7.22
2931,97,2024-09-06,Cancelado,Representante,14.54
2932,195,2023-12-07,entregue,E-COMMERCE,1.96
2933,132,2024-03-09,Cancelado,E-commerce,4.9
2934,118,2024-10-16,Em separação,Representante,
2935,24,2024-01-09,Faturado,Direto,
2936,86,24/03/2023,ENTREGUE,e-commerce,
2937,13,2023-06-28,Entregue,Representante,13.14
2938,4,2024-02-08,CANCELADO,Representante,14.77
2939,198,2023-08-25,Entregue,Representante,14.77
2940,112,2024-05-17,Em Separação,E-Commerce,9.75
2941,157,2024-11-07,FATURADO,Direto,4.67
2942,60,2024-01-04,Faturado,E-commerce,6.29
2943,168,2024-03-17,faturado,E-commerce,9.38
2944,159,2024-08-14,Em separação,E-commerce,4.19
2945,50,2023-07-22,em separação,Direto,
2946,12,2024-09-11,Em separação,Direto,10.75
2947,198,2024-10-21,cancelado,E-commerce,14.19
2948,22,2023-07-14,Entregue,Representante,3.77
2949,153,2023-07-12,Entregue,direto,5.94
2950,175,2024-12-16,Faturado,Representante,13.48
2951,135,2024-03-22,Entregue,DIRETO,14.88
2952,72,2023-05-17,Em separação,Representante,8.25
2953,86,2024-07-16,Entregue,Direto,
2954,86,2023-08-17,Entregue,E-Commerce,3.75
2955,69,2023-10-01,cancelado,Direto,7.35
2956,70,2023-03-21,Cancelado,Representante,
2957,55,2024-04-05,Entregue,Representante,10.69
2958,102,2024-04-27,Entregue,Representante,
2959,56,2024-06-24,Cancelado,e-commerce,0.86
2960,79,2023-10-02,Entregue,E-commerce,9.16
2961,20,2024-09-18,Cancelado,E-commerce,7.15
2962,39,2024-12-10,Em separação,E-COMMERCE,
2963,82,2023-03-03,Faturado,DIRETO,12.41
2964,91,2024-02-24,Faturado,direto,3.5
2965,17,2024-10-26,faturado,E-commerce,5.92
2966,96,2024-06-22,ENTREGUE,E-commerce,0.05
2967,91,2024-09-30,Entregue,Representante,12.41
2968,65,2024-08-15,Cancelado,DIRETO,14.53
2969,180,2023-02-14,Em separação,Representante,10.29
2970,160,2023-09-08,Em separação,direto,2.69
2971,18,2023-03-29,Faturado,Direto,8.26
2972,151,2024-10-28,Em separação,Representante,2.44
2973,120,2024-04-07,Em separação,E-commerce,13.37
2974,157,2023-03-29,Entregue,Representante,0.95
2975,7,2024-10-05,cancelado,DIRETO,
2976,29,2024-01-31,faturado,E-commerce,14.52
2977,87,2024-12-28,EM SEPARAÇÃO,Direto,14.26
2978,162,2023-09-21,Em separação,Direto,0.04
2979,114,2023-07-16,Entregue,e-commerce,
2980,97,2024-09-01,Cancelado,Direto,3.39
2981,13,2024-03-05,Faturado,Representante,1.57
2982,22,2024-02-11,Cancelado,Direto,
2983,21,2023-02-02,EM SEPARAÇÃO,Direto,
2984,164,2023-09-29,Faturado,Representante,
2985,154,2023-11-29,Cancelado,Representante,5.13
2986,162,2024-08-17,Entregue,E-commerce,7.89
2987,18,2024-01-18,Entregue,E-commerce,
2988,28,2023-06-12,CANCELADO,direto,11.56
2989,101,2024-08-13,Faturado,Representante,
2990,195,2024-05-22,Entregue,representante,8.73
2991,30,2023-09-01,Cancelado,e-commerce,7.65
2992,49,2023-05-12,Em separação,Direto,3.1
2993,141,2024-12-19,em separação,direto,14.32
2994,103,2024-11-19,Cancelado,E-commerce,
2995,185,2023-04-21,Entregue,Direto,9.33
2996,185,2023-02-06,Cancelado,E-COMMERCE,7.47
2997,196,2024-05-05,Em separação,E-commerce,7.62
2998,1,2024-11-02,Faturado,E-commerce,2.78
2999,72,2023-09-22,Entregue,Direto,
3000,110,2023-04-15,Entregue,Representante,14.41
3001,11,2024-07-22,ENTREGUE,Direto,9.01
3002,3,2023-12-08,em separação,Direto,4.36
3003,86,2024-12-30,em separação,E-commerce,7.66
3004,107,2024-11-22,Cancelado,E-commerce,11.04
3005,83,2023-09-09,Em separação,E-commerce,3.39
3006,154,2023-11-09,cancelado,Representante,5.85
3007,74,2024-06-03,cancelado,representante,
3008,193,2023-05-29,Em separação,Direto,0.01
3009,196,2024-02-09,Entregue,Representante,2.7
3010,164,2024-05-07,Em separação,Direto,1.33
3011,172,2024-09-26,Faturado,E-commerce,
3012,74,2024-06-12,EM SEPARAÇÃO,E-COMMERCE,3.33
3013,196,2023-12-20,Faturado,Direto,2.94
3014,25,2023-03-16,Faturado,REPRESENTANTE,4.95
3015,159,2024-12-24,Em separação,Representante,12.55
3016,23,2023-11-23,Faturado,Representante,
3017,115,2024-06-06,Cancelado,REPRESENTANTE,12.06
3018,133,2023-04-08,ENTREGUE,E-commerce,4.47
3019,11,2024-03-14,Em separação,Representante,10.12
3020,181,2024-02-17,Entregue,Direto,12.78
3021,59,2024-07-07,Em separação,direto,
3022,61,2023-04-29,Em separação,Direto,2.93
3023,46,2024-08-17,Faturado,Direto,14.19
3024,11,2023-02-08,ENTREGUE,E-Commerce,5.07
3025,53,2023-07-22,Cancelado,representante,10.81
3026,136,2024-08-25,Cancelado,Direto,6.51
3027,14,12/02/2023,Em separação,Representante,13.47
3028,103,2024-11-21,Entregue,Direto,10.32
3029,87,2023-10-26,ENTREGUE,DIRETO,6.95
3030,123,2023-02-04,Faturado,Direto,14.17
3031,86,2023-10-01,EM SEPARAÇÃO,E-commerce,
3032,84,2023-04-18,Entregue,Direto,7.94
3033,46,2023-02-03,Cancelado,Representante,
3034,161,2024-03-03,FATURADO,REPRESENTANTE,13.95
3035,181,2023-09-15,Faturado,Direto,2.88
3036,7,2024-11-07,Faturado,E-commerce,2.88
3037,57,2023-03-30,Faturado,E-commerce,
3038,169,2023-12-05,Em separação,E-commerce,4.19
3039,184,2023-07-27,Entregue,Direto,6.81
3040,40,26/12/2023,Cancelado,E-COMMERCE,6.25
3041,76,2024-02-09,Faturado,Representante,
3042,135,2024-08-21,Entregue,direto,12.91
3043,188,2023-08-21,Cancelado,direto,5.74
3044,113,2023-03-10,EM SEPARAÇÃO,Direto,8.12
3045,46,2024-02-22,Entregue,E-commerce,2.67
3046,8,2023-12-04,FATURADO,Representante,12.26
3047,197,2024-10-20,Em separação,E-commerce,14.03
3048,80,2024-09-24,Cancelado,E-commerce,4.4
3049,50,2023-08-09,EM SEPARAÇÃO,Representante,13.55
3050,174,2023-04-07,Entregue,representante,0.14
3051,176,2023-02-18,Faturado,e-commerce,4.92
3052,79,2024-06-23,Em separação,Representante,10.64
3053,190,2024-02-07,Entregue,Direto,13.74
3054,121,2023-04-04,Cancelado,E-commerce,0.97
3055,125,2024-03-01,Em separação,Direto,2.46
3056,20,2024-07-07,Entregue,E-commerce,
3057,25,2024-12-31,Em separação,E-commerce,14.08
3058,175,2023-01-21,Cancelado,Representante,3.12
3059,161,2023-11-23,Entregue,Direto,
3060,141,2024-06-12,FATURADO,E-Commerce,8.3
3061,29,2023-01-24,Em separação,Direto,5.5
3062,69,2023-08-24,Em separação,Direto,8.39
3063,53,2023-12-31,Cancelado,E-Commerce,12.31
3064,91,27/03/2023,Entregue,Direto,
3065,179,2024-02-02,Faturado,E-commerce,10.57
3066,84,2024-05-21,Faturado,representante,5.26
3067,94,11/11/2023,Entregue,Direto,2.81
3068,85,2024-10-23,Em separação,Direto,5.07
3069,194,2024-04-12,Em separação,Direto,8.68
3070,21,2024-01-02,Entregue,Direto,
3071,100,2023-07-06,Cancelado,Direto,1.68
3072,147,2024-10-05,entregue,Direto,3.75
3073,61,2024-05-19,FATURADO,DIRETO,10.95
3074,12,2024-05-25,Em separação,E-commerce,
3075,54,2024-06-23,Faturado,Direto,11.53
3076,147,2023-07-28,Entregue,Direto,9.93
3077,15,2024-05-11,Cancelado,E-commerce,4.53
3078,76,2024-07-06,Faturado,Direto,
3079,79,2024-11-29,Entregue,E-commerce,1.95
3080,153,2024-01-30,Cancelado,E-commerce,6.58
3081,195,17/08/2024,CANCELADO,Direto,13.93
3082,106,18/02/2023,Faturado,e-commerce,12.04
3083,81,2023-02-26,Entregue,DIRETO,
3084,92,2024-12-10,Em separação,E-commerce,2.49
3085,48,2024-03-29,Faturado,E-commerce,4.59
3086,182,2023-12-16,Entregue,Direto,11.78
3087,136,2023-07-20,em separação,Direto,12.53
3088,63,2023-02-06,Em separação,E-commerce,3.91
