id_entrega,id_pedido,id_rota,data_prevista,data_realizada,status_entrega,km_percorrido,custo_frete,ocorrencia
2378,4182,8,2024-10-30,2024-11-04,Entregue,53.4,1512.51,Avaria
2379,3938,6,2024-12-22,2024-12-26,devolvido,369.0,559.36,
2380,1825,19,19/01/2024,2024-01-20,Entregue,142.1,1830.05,
2381,4417,15,2024-04-13,2024-04-12,Entregue,20.5,993.33,
2382,784,8,2023-09-26,2023-09-24,DEVOLVIDO,371.9,1934.42,Recusa
2383,1077,20,2024-05-05,2024-05-11,Pendente,415.1,2373.47,
2384,3537,4,2023-06-06,2023-06-08,ENTREGUE,172.6,1501.36,Avaria
2385,3268,7,2024-07-14,2024-07-23,PENDENTE,261.6,1762.51,
2386,3889,17,2024-11-29,2024-12-06,Pendente,164.3,1307.87,Recusa
2387,4633,20,2024-03-21,2024-03-20,Devolvido,114.8,2392.8,Sem ocorrência
2388,2827,15,2023-09-05,2023-09-03,Devolvido,355.0,1043.86,
2389,3856,7,2024-11-25,2024-11-30,Entregue,272.9,2410.77,Sem ocorrência
2390,4324,4,2024-07-01,2024-07-11,Devolvido,82.2,,Sem ocorrência
2391,2576,16,2023-05-12,2023-05-20,Pendente,291.3,1230.31,Avaria
2392,374,7,2024-02-15,2024-02-22,Devolvido,83.6,2362.34,
2393,3916,2,2024-12-06,,Devolvido,351.4,774.99,Avaria
2394,1561,14,2024-05-25,2024-05-26,Entregue,112.5,920.5,Recusa
2395,4427,4,2024-11-27,2024-12-02,Entregue,235.0,1152.48,
2396,4405,7,2023-12-20,2023-12-23,Devolvido,360.9,960.93,Avaria
2397,1118,8,2023-02-25,2023-02-23,Entregue,389.2,2391.7,Sem ocorrência
2398,3540,11,2023-08-27,2023-09-01,Entregue,149.5,417.66,Recusa
2399,1003,18,2023-06-12,2023-06-21,Devolvido,177.3,229.02,
2400,2075,9,2024-04-05,2024-04-12,Entregue,63.3,2316.42,
2401,2110,6,2023-11-26,2023-12-02,Pendente,75.9,2250.28,Atraso
2402,3521,3,2023-12-08,14/12/2023,Entregue,138.4,903.21,
2403,2585,13,2024-10-14,2024-10-12,Entregue,295.0,624.69,
2404,1064,10,2024-04-12,2024-04-11,Entregue,366.6,777.06,Recusa
2405,2317,10,2024-05-29,2024-06-06,Pendente,63.8,1299.2,Atraso
2406,108,20,2023-04-08,2023-04-10,Devolvido,412.6,508.04,Avaria
2407,4796,5,2024-10-04,2024-10-13,Pendente,282.1,2169.91,Sem ocorrência
2408,2561,14,2024-10-19,23/10/2024,Pendente,346.8,1257.41,Atraso
2409,96,20,2023-01-21,2023-01-28,Entregue,320.7,1333.22,
2410,3327,14,2024-10-31,2024-10-31,Devolvido,415.4,2439.58,Recusa
2411,4911,18,2024-12-29,2024-12-31,Devolvido,350.6,789.62,Sem ocorrência
2412,2187,6,2024-07-03,2024-07-04,Pendente,91.0,,Sem ocorrência
2413,2015,19,2024-01-18,2024-01-18,Pendente,34.7,874.64,
2414,4098,3,2024-11-14,2024-11-17,devolvido,371.4,1659.91,
2415,2412,18,2024-01-27,2024-01-27,Entregue,47.2,1178.61,
2416,4706,9,2024-10-30,2024-10-28,Entregue,186.2,1326.72,Sem ocorrência
2417,3918,7,2024-08-11,2024-08-10,Pendente,,,
2418,3641,15,2023-05-04,2023-05-11,Entregue,64.5,2149.84,
2419,791,5,2023-11-25,2023-11-25,DEVOLVIDO,165.6,794.27,
2420,2765,12,2023-10-08,2023-10-17,Entregue,389.5,2367.82,Recusa
2421,2491,17,2024-01-18,2024-01-21,Devolvido,360.3,1140.9,
2422,4593,15,2023-10-22,2023-10-30,Entregue,45.3,2088.97,Recusa
2423,874,3,2024-11-03,2024-11-02,Entregue,59.6,1258.65,Avaria
2424,1120,3,2024-08-25,2024-08-24,Entregue,343.4,710.2,Sem ocorrência
2425,3450,6,2023-03-13,2023-03-14,ENTREGUE,85.1,845.72,Recusa
2426,2979,10,2023-02-18,2023-02-24,Entregue,146.6,849.85,
2427,43,6,2024-08-13,2024-08-22,DEVOLVIDO,314.4,1921.02,
2428,1273,8,13/06/2024,2024-06-11,Entregue,401.9,1001.95,
2429,3936,7,2023-09-23,2023-09-23,pendente,327.8,1719.63,Sem ocorrência
2430,1880,5,2023-12-09,2023-12-07,Pendente,162.4,852.98,Recusa
2431,686,11,2024-12-31,2024-12-29,Pendente,127.0,2340.39,
2432,684,14,2024-11-15,2024-11-16,Entregue,354.7,510.23,
2433,4438,18,2024-12-07,2024-12-06,Entregue,89.8,,
2434,3957,4,30/12/2023,2023-12-30,Devolvido,399.1,212.6,
2435,4272,16,2024-06-22,2024-06-30,Pendente,410.2,786.18,
2436,3869,10,2024-09-09,2024-09-17,Pendente,57.2,,
2437,2087,14,2023-09-10,2023-09-09,devolvido,398.8,207.32,
2438,4253,11,2023-06-27,2023-07-07,devolvido,,1011.98,
2439,2452,17,2024-06-22,2024-06-21,Pendente,183.5,1312.93,
2440,554,15,2024-04-08,2024-04-09,entregue,278.2,656.31,Avaria
2441,2572,8,2024-03-05,2024-03-11,Entregue,195.0,451.56,
2442,3010,3,2023-02-19,,Entregue,196.3,1960.52,
2443,3102,14,2024-03-07,2024-03-10,Devolvido,,1128.33,
2444,4830,10,2024-05-09,,Entregue,,1191.06,
2445,4218,20,2024-09-08,2024-09-12,PENDENTE,49.1,577.03,Sem ocorrência
2446,1829,1,2023-07-06,2023-07-05,Pendente,,,Recusa
2447,3932,2,2024-04-09,2024-04-19,Pendente,176.8,1451.47,
2448,3858,20,2024-07-19,2024-07-20,Pendente,358.8,605.4,
2449,2013,20,2023-03-06,2023-03-05,Devolvido,65.1,702.72,
2450,3592,2,2023-09-25,2023-09-25,ENTREGUE,222.8,1813.89,Atraso
2451,1740,8,2023-08-15,2023-08-24,Pendente,74.5,891.26,
2452,1191,4,2023-10-15,2023-10-22,Pendente,181.8,719.81,Sem ocorrência
2453,1652,5,2024-07-13,2024-07-20,Entregue,396.4,273.56,
2454,2250,13,2024-02-14,2024-02-21,Pendente,233.9,364.37,
2455,87,7,2023-10-16,2023-10-14,Devolvido,165.0,98.98,Avaria
2456,2848,9,2024-03-18,2024-03-25,Devolvido,286.6,1903.92,
2457,4716,18,2024-11-21,2024-11-21,pendente,238.6,2154.92,
2458,4023,18,2024-08-17,2024-08-26,Entregue,75.3,809.17,Recusa
2459,2169,4,2023-03-21,2023-03-23,Entregue,361.4,,
2460,4296,1,2024-01-14,2024-01-22,DEVOLVIDO,273.5,2426.56,
2461,952,11,2024-02-20,2024-03-01,Devolvido,369.5,1688.64,Recusa
2462,1846,2,2024-08-13,2024-08-12,PENDENTE,138.1,871.34,Atraso
2463,4036,7,2023-11-27,2023-11-26,Entregue,147.7,1362.48,
2464,953,3,2024-10-26,2024-10-31,ENTREGUE,311.5,1911.5,
2465,1401,4,2023-07-19,2023-07-28,Devolvido,,939.82,Atraso
2466,3157,1,2023-05-30,2023-06-04,Devolvido,351.2,1774.74,
2467,3445,14,2024-10-30,2024-10-31,pendente,399.7,1106.28,Avaria
2468,4873,14,2024-04-04,2024-04-09,pendente,97.6,1469.45,Recusa
2469,3968,16,2023-10-08,2023-10-18,Devolvido,370.0,1973.05,Avaria
2470,2345,20,2024-11-04,2024-11-08,Devolvido,139.7,2261.44,Atraso
2471,1583,2,2024-03-02,2024-02-29,Devolvido,417.6,2491.63,Sem ocorrência
2472,4640,12,2024-10-05,2024-10-11,Devolvido,336.2,2034.95,
2473,667,6,2023-03-28,2023-03-31,Pendente,333.0,980.61,
2474,4807,14,2024-05-12,2024-05-21,Entregue,298.5,667.52,Sem ocorrência
2475,1400,18,2024-09-25,2024-09-26,Pendente,277.4,2267.41,
2476,3989,9,2023-10-12,2023-10-19,Devolvido,205.1,386.47,
2477,904,3,2023-01-23,2023-02-02,PENDENTE,63.8,1958.39,Atraso
2478,4730,2,2024-03-23,2024-04-01,pendente,309.2,524.39,
2479,4992,13,2023-10-27,2023-10-26,entregue,,1412.62,Recusa
2480,2820,11,2024-05-02,2024-05-08,Entregue,182.6,1726.6,
2481,3169,14,2024-06-08,2024-06-06,Devolvido,65.0,1289.59,Sem ocorrência
2482,1850,17,2023-11-22,2023-11-30,Devolvido,64.6,1837.33,Sem ocorrência
2483,1761,12,2024-03-11,2024-03-20,Entregue,364.5,2116.93,Recusa
2484,4947,20,2023-06-13,2023-06-13,Devolvido,235.6,2493.85,
2485,4869,18,2024-08-26,2024-09-05,Entregue,245.0,1972.24,
2486,4719,15,2024-03-19,2024-03-29,PENDENTE,406.5,1666.98,Atraso
2487,4845,19,2023-04-29,2023-05-03,ENTREGUE,160.3,404.54,
2488,165,2,2023-05-16,2023-05-23,PENDENTE,337.5,1994.61,
2489,1127,12,2024-01-12,2024-01-14,devolvido,147.5,943.26,
2490,4611,16,2024-06-16,2024-06-24,Devolvido,234.1,1049.8,Sem ocorrência
2491,4034,12,2024-03-11,2024-03-13,Pendente,,1725.35,Atraso
2492,2077,8,2023-11-12,2023-11-21,Devolvido,266.3,1165.71,
2493,1375,11,2024-03-26,01/04/2024,pendente,41.1,371.23,Atraso
2494,15,17,2024-04-10,2024-04-18,Entregue,54.2,1565.17,
2495,4200,12,2023-05-02,2023-04-30,Devolvido,321.2,1034.68,Avaria
2496,2539,18,26/09/2024,2024-09-29,Pendente,345.4,533.39,
2497,4412,8,2024-03-29,2024-04-08,Entregue,92.0,1570.37,Sem ocorrência
2498,3522,13,2023-12-31,2024-01-07,Devolvido,382.2,690.74,Recusa
2499,2765,5,2024-11-12,2024-11-20,Devolvido,280.3,2450.19,
2500,364,7,2023-05-29,2023-06-05,Entregue,196.4,1645.89,Recusa
2501,2495,9,2023-01-14,2023-01-16,Devolvido,321.3,1782.89,
2502,1419,7,2024-08-20,2024-08-23,Pendente,380.9,1408.5,
2503,2849,14,2024-11-03,2024-11-01,Pendente,271.7,841.22,
2504,1775,6,2024-09-27,2024-09-30,devolvido,324.1,1634.24,
2505,915,14,2024-01-13,2024-01-14,Pendente,271.6,307.75,
2506,2971,5,2023-12-19,2023-12-20,entregue,119.4,1365.82,
2507,4145,6,2023-04-30,2023-05-02,pendente,225.0,324.94,
2508,2610,16,2024-04-21,2024-04-29,Pendente,367.0,288.87,Atraso
2509,808,12,2024-12-25,2025-01-02,Entregue,322.6,337.42,
2510,963,16,2023-02-08,2023-02-08,PENDENTE,226.4,632.52,Avaria
2511,2483,15,2023-05-28,2023-05-27,Devolvido,54.6,1989.26,Recusa
2512,2949,19,2024-01-25,2024-02-01,entregue,134.5,1355.33,Atraso
2513,2330,13,2024-01-30,2024-02-03,Devolvido,309.2,428.6,Atraso
2514,1644,14,2024-05-17,2024-05-17,Entregue,176.3,,
2515,828,8,2024-04-25,2024-04-28,Pendente,175.3,938.41,Sem ocorrência
2516,1421,17,2023-04-03,2023-04-02,Devolvido,172.7,1988.63,
2517,4237,15,2023-04-29,2023-05-04,PENDENTE,176.4,906.77,Atraso
2518,3042,1,2023-12-28,2023-12-31,Pendente,340.5,,Atraso
2519,338,18,22/08/2024,2024-08-20,Pendente,301.1,1212.01,Sem ocorrência
2520,844,18,2024-08-14,2024-08-21,Pendente,153.6,744.29,
2521,265,14,2023-01-26,2023-01-31,PENDENTE,334.6,983.03,
2522,3525,2,2024-02-07,2024-02-16,Devolvido,303.3,1895.64,
2523,2277,11,2024-10-02,2024-10-10,ENTREGUE,288.5,2481.76,Avaria
2524,3809,8,2023-05-22,2023-05-26,Entregue,222.8,2162.44,
2525,1477,11,2023-01-08,2023-01-14,Devolvido,303.5,1018.16,
2526,1465,20,2023-06-09,2023-06-19,Devolvido,267.9,731.0,
2527,3830,12,2024-01-20,2024-01-24,pendente,112.2,528.68,
2528,1732,6,2023-07-22,2023-07-29,Pendente,383.0,1831.36,
2529,1672,11,2024-01-26,2024-02-04,Devolvido,216.4,1203.03,
2530,4056,18,2023-01-20,2023-01-26,Devolvido,303.3,1537.95,
2531,867,15,2023-03-08,2023-03-17,Entregue,281.1,992.9,Avaria
2532,1724,1,2024-04-22,2024-04-27,Entregue,170.3,2131.83,Sem ocorrência
2533,1861,1,2023-01-31,2023-02-01,devolvido,256.6,105.35,Recusa
2534,2377,13,2023-03-05,,Entregue,351.8,2485.98,Avaria
2535,4014,1,2024-09-13,2024-09-17,Pendente,411.5,716.85,
2536,256,16,2023-11-16,2023-11-14,Devolvido,401.0,1370.48,
2537,4921,4,2024-03-16,2024-03-15,Entregue,139.0,2224.38,Atraso
2538,2413,19,2024-02-05,2024-02-13,ENTREGUE,307.7,2213.62,
2539,3866,13,2024-12-02,2024-12-09,DEVOLVIDO,42.4,1106.18,Atraso
2540,561,17,2024-06-28,2024-07-03,Pendente,81.5,,Avaria
2541,497,15,2023-02-17,2023-02-15,PENDENTE,76.9,1553.87,
2542,452,17,2024-06-25,2024-06-24,Devolvido,247.5,267.64,Atraso
2543,3319,9,2023-03-18,2023-03-25,PENDENTE,362.0,1676.14,
2544,3200,5,2024-05-13,2024-05-18,Devolvido,407.4,2142.38,
2545,2792,20,2024-04-04,2024-04-11,PENDENTE,141.9,1819.45,
2546,906,3,2024-05-17,2024-05-24,Devolvido,202.3,2249.61,Sem ocorrência
2547,322,3,2024-11-24,2024-12-04,ENTREGUE,257.1,1439.34,
2548,4503,7,2023-11-06,2023-11-11,Pendente,250.6,1881.4,Recusa
2549,4531,13,2024-11-18,2024-11-27,Pendente,264.6,1058.62,
2550,1153,20,2024-04-06,2024-04-14,Devolvido,311.4,1260.77,
2551,2310,6,27/08/2023,2023-08-29,Devolvido,206.7,1850.05,
2552,1782,18,2023-01-16,2023-01-23,DEVOLVIDO,196.1,880.89,Sem ocorrência
2553,861,12,2023-03-22,2023-03-30,Pendente,21.8,2371.2,Avaria
2554,3834,15,2024-02-25,23/02/2024,Entregue,,,
2555,1698,1,2024-03-16,2024-03-18,Devolvido,336.8,1744.02,Avaria
2556,2186,19,2024-08-04,2024-08-05,Entregue,190.0,963.23,Atraso
2557,1361,20,2024-12-26,2024-12-24,Pendente,88.8,1409.16,Recusa
2558,3848,16,2024-09-06,2024-09-16,Pendente,127.8,645.75,
2559,1007,7,2024-06-26,2024-07-02,pendente,288.3,1076.75,
2560,3435,15,2024-11-01,2024-11-06,Entregue,73.1,1581.9,Sem ocorrência
2561,823,8,2023-02-19,2023-02-21,Entregue,124.4,1547.79,
2562,200,7,2024-05-12,14/05/2024,Devolvido,36.7,369.71,
2563,2706,8,2024-06-17,2024-06-24,Pendente,288.5,1979.97,Avaria
2564,3108,9,2023-12-11,2023-12-12,Pendente,96.1,339.08,
2565,2186,9,2023-02-02,2023-02-02,devolvido,403.0,1459.39,Recusa
2566,3593,7,2024-01-13,2024-01-14,Devolvido,206.5,2304.69,
2567,113,12,2023-01-27,2023-01-26,Pendente,261.8,2203.59,
2568,537,13,2023-05-02,2023-05-10,Pendente,183.3,1264.0,Recusa
2569,1754,4,2023-03-18,2023-03-21,entregue,195.1,2376.37,Atraso
2570,1441,16,2024-08-30,2024-09-03,Pendente,99.8,1805.8,
2571,2236,17,2024-12-22,01/01/2025,Devolvido,340.6,270.84,
2572,841,15,2023-11-14,2023-11-12,Entregue,179.6,487.77,
2573,1126,18,2024-07-21,2024-07-20,Pendente,98.0,1095.68,
2574,634,17,2023-10-28,2023-10-30,Pendente,36.7,1850.89,
2575,1039,9,2023-02-09,2023-02-13,entregue,159.4,898.75,Avaria
2576,3177,19,2023-01-25,2023-01-30,Devolvido,,972.77,
2577,4921,20,2024-05-11,2024-05-11,Pendente,374.6,144.51,Recusa
2578,1614,4,2024-06-01,2024-05-30,PENDENTE,151.4,2369.37,Atraso
2579,4503,14,2023-05-01,2023-04-30,Pendente,284.4,662.69,Atraso
2580,955,7,2024-05-21,,Pendente,127.3,,
2581,4928,18,2023-11-29,2023-11-29,Entregue,206.0,1200.78,Sem ocorrência
2582,4592,18,2024-01-22,29/01/2024,Devolvido,369.9,1874.55,Recusa
2583,2067,18,2023-11-14,2023-11-12,Entregue,134.1,208.84,
2584,4356,8,18/03/2024,2024-03-17,Pendente,46.4,2497.36,
2585,4551,15,2024-02-18,2024-02-24,Pendente,183.8,1317.59,
2586,3643,19,2024-07-24,2024-07-30,Entregue,363.2,895.49,
2587,390,12,2023-01-08,2023-01-14,Devolvido,299.0,1958.57,Sem ocorrência
2588,3708,12,2024-08-30,2024-09-03,Pendente,75.2,,Atraso
2589,425,3,2023-08-09,2023-08-07,Pendente,165.6,1649.45,Recusa
2590,4966,9,2023-03-13,2023-03-20,Entregue,,163.71,Sem ocorrência
2591,2265,10,2024-07-09,2024-07-11,Entregue,275.0,,
2592,639,9,2023-11-07,2023-11-07,Devolvido,,1838.76,
2593,3503,17,2024-10-26,2024-10-27,Pendente,212.1,1113.43,
2594,2654,12,2023-12-07,2023-12-16,Entregue,340.0,2005.8,Atraso
2595,4010,15,2023-04-14,2023-04-15,Devolvido,278.9,2467.95,Atraso
2596,4915,13,2023-10-07,2023-10-14,Pendente,95.0,718.68,Recusa
2597,2754,16,2024-10-09,2024-10-18,Pendente,33.8,1259.58,
2598,2899,9,2023-09-14,2023-09-18,PENDENTE,126.3,1494.1,Avaria
2599,1604,13,2023-06-29,2023-07-08,Devolvido,397.3,1181.62,
2600,4881,18,2023-04-12,2023-04-22,Pendente,393.9,1363.85,Recusa
2601,1220,7,2024-08-07,2024-08-09,Entregue,387.9,2437.18,
2602,149,18,2023-05-10,2023-05-08,Pendente,136.2,1859.37,
2603,1935,12,2023-10-11,2023-10-16,Devolvido,319.3,1588.46,Avaria
2604,1275,17,2023-11-29,2023-11-29,Pendente,24.8,1933.95,Atraso
2605,2418,7,2023-06-28,,Pendente,231.7,,Sem ocorrência
2606,684,17,2023-03-16,2023-03-24,ENTREGUE,,1530.25,
2607,1662,2,2024-11-04,2024-11-08,Pendente,269.3,2012.78,
2608,240,18,2023-02-06,,Pendente,115.6,506.16,Sem ocorrência
2609,2992,4,2023-01-24,2023-01-30,Pendente,311.8,565.74,Sem ocorrência
2610,2018,4,2023-03-26,2023-03-30,Devolvido,99.1,1557.72,Recusa
2611,854,5,2024-12-20,2024-12-18,Pendente,45.7,686.22,
2612,2999,14,2024-10-10,2024-10-08,Pendente,104.5,,
2613,264,12,2024-12-08,2024-12-07,Pendente,240.0,777.02,
2614,2758,3,2024-11-10,2024-11-16,Entregue,381.3,1610.08,Avaria
2615,2103,18,2024-09-01,2024-09-04,Entregue,196.5,1648.36,Avaria
2616,2456,15,2024-02-27,,Devolvido,272.7,392.49,
2617,491,4,2024-05-25,2024-06-04,Devolvido,319.1,1321.35,
2618,2324,16,2023-12-07,2023-12-11,Devolvido,62.7,737.28,Avaria
2619,977,10,2024-05-29,2024-06-08,Entregue,401.3,603.14,Atraso
2620,4817,16,2023-04-06,2023-04-08,Entregue,247.4,808.93,Recusa
2621,285,7,2023-05-15,2023-05-25,Devolvido,215.1,1007.8,
2622,2608,19,2024-12-11,2024-12-11,Entregue,412.7,1315.66,Recusa
2623,1973,6,2024-05-24,2024-05-22,DEVOLVIDO,414.2,1652.91,Recusa
2624,2562,14,2024-08-22,2024-08-27,Devolvido,295.4,,Atraso
2625,832,11,2023-08-04,2023-08-14,Devolvido,46.4,806.87,
2626,1447,19,2024-01-03,2024-01-02,Pendente,282.0,234.91,
2627,1917,4,2023-09-25,2023-09-24,Entregue,51.8,1942.51,
2628,178,12,2023-08-24,2023-09-01,Entregue,69.9,1054.11,
2629,3724,8,2024-03-29,2024-04-08,Pendente,82.1,2395.35,Atraso
2630,1630,15,2024-12-15,2024-12-19,Devolvido,50.0,193.5,
2631,1822,17,2024-02-29,2024-03-02,ENTREGUE,176.2,1170.51,
2632,3196,14,2024-09-21,2024-09-23,Devolvido,283.7,120.26,
2633,4491,1,2023-10-19,2023-10-25,Entregue,391.8,633.3,
2634,3016,13,2023-10-20,2023-10-26,Devolvido,289.0,1973.73,Atraso
2635,4766,4,2023-10-16,2023-10-19,Devolvido,85.4,259.87,
2636,2341,11,2024-07-19,2024-07-26,Entregue,154.9,1125.48,
2637,1736,2,2023-11-28,2023-11-30,Devolvido,374.9,334.06,
2638,1290,10,2024-11-22,2024-11-25,Entregue,24.7,1797.54,
2639,3375,15,2024-07-23,2024-08-02,Devolvido,379.8,488.1,
2640,451,7,2023-04-25,2023-05-05,pendente,325.8,857.54,Recusa
2641,961,2,2024-12-15,2024-12-16,Entregue,66.5,1528.67,
2642,2134,19,2023-11-30,2023-12-09,devolvido,282.0,817.1,Sem ocorrência
2643,974,4,2024-12-21,2024-12-19,Devolvido,110.1,235.08,
2644,3064,8,2023-09-02,2023-09-01,Devolvido,152.6,665.94,
2645,3052,20,2023-03-10,2023-03-10,Entregue,348.2,1619.14,
2646,4704,10,2024-11-20,2024-11-23,Entregue,304.2,1768.74,
2647,1790,5,2023-12-08,2023-12-08,Entregue,412.4,119.11,Atraso
2648,1025,6,2023-04-16,2023-04-18,Entregue,227.2,2069.52,
2649,1311,18,2024-12-08,2024-12-06,Devolvido,200.3,1888.72,Sem ocorrência
2650,171,1,2024-09-11,2024-09-13,Entregue,323.9,484.36,Sem ocorrência
2651,23,6,2024-03-27,2024-03-31,Entregue,318.6,496.19,
2652,3553,19,2024-02-14,2024-02-16,Entregue,180.6,1218.6,
2653,2453,6,2024-11-09,2024-11-16,Pendente,312.1,236.88,
2654,4798,11,2023-10-22,24/10/2023,pendente,392.6,707.2,
2655,4833,15,2024-08-19,2024-08-23,Entregue,203.1,1658.39,
2656,652,15,04/11/2023,2023-11-12,Pendente,189.4,357.3,
2657,1825,17,2024-10-18,2024-10-20,Entregue,357.0,772.36,Atraso
2658,78,12,2023-05-12,2023-05-20,Devolvido,293.7,249.51,
2659,4168,4,2023-05-20,2023-05-27,Entregue,150.5,2302.37,Avaria
2660,4249,2,2024-10-31,2024-11-07,Pendente,,421.73,Sem ocorrência
2661,1193,19,2023-05-16,14/05/2023,DEVOLVIDO,115.6,2110.01,
2662,766,7,2024-12-02,2024-12-03,Devolvido,282.8,809.23,
2663,2696,13,2023-04-11,2023-04-13,Pendente,,989.1,Atraso
2664,3444,7,2024-03-16,2024-03-26,Pendente,95.8,530.15,Avaria
2665,4178,13,2023-08-10,2023-08-08,Pendente,309.5,855.4,Recusa
2666,1030,19,2023-03-06,2023-03-15,Pendente,332.3,1522.13,Sem ocorrência
2667,1759,12,2024-05-11,,Devolvido,405.4,1942.0,
2668,2478,7,2024-12-01,2024-12-08,entregue,275.9,1922.14,
2669,766,14,2024-09-14,2024-09-13,Devolvido,308.6,2390.37,
2670,1808,2,2023-11-15,2023-11-22,Entregue,153.0,1014.83,
2671,4165,6,2024-06-18,2024-06-17,Devolvido,111.8,545.1,Avaria
2672,3064,2,2023-02-08,2023-02-09,Entregue,34.9,1429.31,
2673,3999,8,2023-06-07,2023-06-08,Pendente,376.9,548.08,
2674,4149,17,2023-08-30,2023-08-30,DEVOLVIDO,329.3,1487.04,Avaria
2675,2701,6,2023-05-27,2023-05-26,Devolvido,47.4,1915.23,
2676,4453,16,2024-10-12,2024-10-18,Entregue,382.6,627.53,
2677,4615,2,2023-09-27,2023-10-02,Devolvido,92.2,1032.75,
2678,3047,3,2023-11-12,2023-11-15,Devolvido,242.0,431.35,Atraso
2679,2638,1,2023-08-14,2023-08-18,Entregue,222.7,1232.9,
2680,1250,14,2024-06-19,2024-06-23,Pendente,313.4,1662.28,
2681,2570,10,2023-01-08,2023-01-09,Devolvido,129.8,,Avaria
2682,1964,10,2024-11-27,2024-11-28,Pendente,25.3,1732.64,Recusa
2683,2991,13,2024-06-16,2024-06-23,Pendente,119.2,2296.76,
2684,2514,11,2024-07-07,2024-07-07,Devolvido,36.7,,
2685,4955,1,2024-12-12,2024-12-20,Entregue,178.7,1726.39,
2686,20,5,2023-04-14,2023-04-16,entregue,39.4,1401.87,
2687,2729,9,2024-02-02,,Entregue,175.0,1434.83,
2688,977,5,16/02/2024,2024-02-21,devolvido,99.5,1937.04,Avaria
2689,296,18,2024-01-15,,Devolvido,53.5,1799.12,Sem ocorrência
2690,2092,12,2024-09-20,2024-09-25,Entregue,120.8,228.91,
2691,2172,19,2024-10-11,2024-10-19,Devolvido,129.2,,
2692,2355,11,2024-08-28,2024-08-26,devolvido,270.2,926.28,
2693,2683,15,2024-11-22,2024-11-29,Pendente,174.2,1236.34,
2694,224,6,2023-07-24,2023-08-02,Devolvido,70.5,2400.12,
2695,4213,19,2024-02-19,2024-02-24,Entregue,72.2,2331.93,Recusa
2696,2022,5,09/12/2023,2023-12-16,devolvido,88.6,751.64,
2697,310,6,2024-12-17,15/12/2024,Entregue,93.3,1816.4,Sem ocorrência
2698,4667,13,2024-10-29,2024-11-04,Devolvido,322.6,1066.75,
2699,3095,13,2024-07-30,2024-08-01,Pendente,153.9,264.9,
2700,2149,14,2024-08-17,2024-08-21,Entregue,,457.02,Recusa
2701,928,3,2023-09-18,18/09/2023,pendente,59.8,1209.62,
2702,1924,13,30/08/2024,2024-09-08,Pendente,329.8,2041.37,
2703,897,8,2023-12-31,2024-01-01,ENTREGUE,180.8,1201.89,Atraso
2704,1946,4,24/08/2023,26/08/2023,Devolvido,417.3,1058.73,
2705,1585,13,2023-12-19,2023-12-24,devolvido,25.3,1670.7,
2706,1427,15,2023-04-01,2023-04-07,devolvido,,1823.39,
2707,882,5,2023-12-18,2023-12-19,Devolvido,64.8,638.11,
2708,3474,10,2023-08-13,2023-08-21,Entregue,337.4,1603.94,
2709,1680,18,2023-12-22,2023-12-30,Pendente,404.3,,
2710,778,2,2024-02-12,2024-02-12,Entregue,308.9,1048.39,Recusa
2711,714,11,2024-11-30,2024-12-04,Entregue,29.7,1897.01,
2712,391,6,2023-04-19,2023-04-17,Pendente,340.3,426.84,
2713,3653,6,2023-02-07,2023-02-07,Entregue,195.5,1519.13,
2714,4444,17,2023-04-16,2023-04-17,Pendente,264.9,1957.14,
2715,1730,10,2023-11-16,2023-11-16,ENTREGUE,325.1,1127.43,Avaria
2716,2426,9,2024-09-01,2024-09-04,Devolvido,87.2,2346.45,Recusa
2717,3779,18,2023-04-27,2023-04-26,devolvido,346.3,873.68,
2718,342,14,2024-10-23,,Devolvido,269.4,2093.56,
2719,3100,8,2023-07-06,2023-07-14,Entregue,216.5,2449.88,
2720,666,4,2023-04-11,15/04/2023,Devolvido,277.7,849.0,
2721,3767,16,2023-03-23,2023-03-23,Pendente,303.2,1414.11,
2722,69,17,2024-12-20,2024-12-23,Entregue,249.9,1367.15,
2723,295,3,2024-12-17,2024-12-25,Devolvido,,675.13,
2724,973,18,2024-05-10,2024-05-09,Pendente,410.3,2050.73,
2725,1379,3,2024-07-06,,Entregue,188.8,1930.7,Recusa
2726,1546,3,2024-05-29,2024-05-30,Entregue,208.1,626.03,
2727,5000,12,2023-04-26,2023-05-06,Pendente,145.7,2167.02,
2728,2354,13,2023-06-13,2023-06-19,devolvido,296.0,417.43,Avaria
2729,3802,12,2023-09-29,2023-09-30,Pendente,105.1,701.1,Sem ocorrência
2730,1586,16,2024-06-14,2024-06-15,Entregue,335.1,88.31,Avaria
2731,301,17,2023-05-19,2023-05-21,Devolvido,132.2,1333.21,
2732,4405,11,2024-06-02,2024-06-01,Devolvido,183.3,1003.79,Avaria
2733,3448,9,2024-01-24,2024-02-03,Pendente,214.4,2017.23,
2734,458,19,2024-04-12,2024-04-21,Pendente,402.3,594.58,Atraso
2735,410,20,2023-01-27,2023-01-29,Devolvido,183.7,952.89,Avaria
2736,3702,2,2024-07-07,2024-07-15,Pendente,351.4,,
2737,2840,7,2024-08-21,2024-08-31,Pendente,179.7,774.28,Atraso
2738,3197,8,2024-09-02,2024-09-08,Entregue,382.8,1693.79,
2739,894,11,2024-06-13,2024-06-23,Pendente,,1195.33,Recusa
