COLETA ID,ID FAZENDA,ID ROTA,DATA,VOLUME,TEMPERATURA,GORDURA,PROTEINA,ACIDEZ,OBSERVACAO
51362,209,9,2024-03-22,2826.0,3.1,5.04,3.22,15.4,
51371,80,6,2024-03-22,594.3,9.4,4.44,3.86,17.77,Revisar valor
51372,44,16,22/03/2024,3122.17,7.3,4.25,3.19,,Revisar valor
51376,89,15,2024-03-22,4464.94,7.8,4.5,3.61,19.74,Revisar valor
51379,25,18,2024-03-23,1250.5,8.8,3.07,3.17,19.0,Digitado manual
51380,128,14,2024-03-23,1279.16,6.5,5.01,2.88,17.28,Digitado manual
51381,179,18,2024-03-23,497.6,6.5,5.33,3.9,14.54,
51383,155,1,2024-03-23,4648.77,4.7,4.29,2.89,18.91,Digitado manual
51384,237,7,23/03/2024,3571.02,2.6,5.35,2.84,19.97,Digitado manual
51388,222,15,2024-03-23,3887.25,8.5,3.64,3.98,17.08,
51394,136,7,23/03/2024,1720.68,9.0,3.44,3.56,17.87,Digitado manual
51396,159,7,23/03/2024,3582.48,3.0,4.8,3.49,16.47,Revisar valor
51398,16,5,2024-03-23,3247.25,5.7,5.38,2.91,14.32,Revisar valor
51400,188,2,2024-03-23,4499.0,7.3,3.61,2.81,14.75,Revisar valor
51402,73,4,2024-03-23,2315.51,8.3,3.57,3.39,17.7,
51412,11,12,2024-03-23,608.46,9.5,4.9,3.02,14.95,Revisar valor
51415,140,10,23/03/2024,4534.23,8.5,3.5,2.98,19.97,
51420,132,11,2024-03-23,3324.33,4.7,4.58,3.2,19.83,Digitado manual
51424,6,18,2024-03-23,4040.49,8.2,3.86,3.18,19.15,Revisar valor
51428,202,9,23/03/2024,2505.94,7.8,4.8,3.6,14.72,
51436,197,13,23/03/2024,4450.13,6.8,4.56,3.5,,
51437,206,11,23/03/2024,4293.76,2.7,4.77,2.94,19.94,Digitado manual
51438,153,12,2024-03-23,2610.25,,4.57,3.8,19.43,
51439,5,4,2024-03-23,3961.58,,5.33,3.28,18.16,
51446,185,8,23/03/2024,1416.87,9.9,3.44,3.66,14.66,Revisar valor
51449,104,7,2024-03-23,2524.53,,3.64,3.87,16.88,Revisar valor
51452,127,17,23/03/2024,2651.44,3.5,4.73,3.93,16.13,
51453,94,14,23/03/2024,3489.01,4.2,3.94,3.92,16.29,
51454,15,20,23/03/2024,3385.94,5.8,4.82,3.39,15.92,Revisar valor
51456,67,16,23/03/2024,4834.14,8.1,3.22,3.45,18.52,
51458,157,3,2024-03-23,4082.9,2.6,3.81,3.83,15.24,Revisar valor
51459,61,12,2024-03-23,4445.68,6.0,3.89,3.78,16.05,
51462,167,14,23/03/2024,2865.55,4.4,5.41,3.02,18.46,
51466,147,4,23/03/2024,3425.84,2.5,3.88,3.16,17.47,Digitado manual
51467,177,14,23/03/2024,3633.27,7.9,4.45,3.13,,Digitado manual
51469,33,19,23/03/2024,1630.17,2.6,5.09,2.88,15.6,
51470,174,5,2024-03-23,3226.02,3.1,3.56,3.67,18.69,Revisar valor
51471,215,1,23/03/2024,590.48,,5.11,3.06,14.31,Revisar valor
51472,201,11,23/03/2024,4226.07,2.6,4.91,3.69,16.86,
51474,96,19,2024-03-23,3270.9,4.4,3.28,3.34,19.15,
51475,82,5,2024-03-23,249.65,9.1,4.51,3.58,18.68,Revisar valor
51482,131,19,2024-03-23,1444.32,,5.4,3.49,18.36,
51490,134,2,2024-03-23,2589.32,3.6,,3.05,18.1,Revisar valor
51491,31,1,23/03/2024,3707.16,9.1,3.17,3.91,19.09,Revisar valor
51493,131,4,24/03/2024,1681.18,4.5,4.08,2.97,17.73,Revisar valor
51497,63,8,2024-03-24,533.48,6.0,3.82,3.66,19.73,
51503,85,17,24/03/2024,584.78,7.2,3.81,3.17,17.58,Revisar valor
51506,194,6,2024-03-24,3452.1,8.8,4.32,3.02,17.52,Digitado manual
51507,71,3,24/03/2024,932.89,4.5,3.65,2.95,16.86,Digitado manual
51511,171,3,2024-03-24,3407.0,8.7,3.19,3.62,16.15,
51514,26,15,2024-03-24,4266.13,7.3,3.65,3.18,18.11,Digitado manual
51519,2,2,24/03/2024,4054.76,5.3,4.44,3.85,18.1,Digitado manual
51520,240,6,2024-03-24,2692.41,6.5,4.17,3.42,14.19,
51522,158,16,2024-03-24,3104.9,2.2,4.39,3.76,18.08,
51525,191,1,24/03/2024,3109.11,7.9,3.17,3.76,14.17,Digitado manual
51529,206,11,24/03/2024,1891.44,6.6,4.45,3.27,18.25,Revisar valor
51531,46,10,24/03/2024,4311.5,9.6,,3.25,19.44,
51532,81,20,24/03/2024,2439.14,2.9,3.17,3.23,19.03,Revisar valor
51533,214,18,24/03/2024,3165.66,4.9,3.69,4.0,15.18,Digitado manual
51537,7,2,2024-03-24,3032.26,2.1,4.56,3.39,15.32,
51538,157,5,2024-03-24,4121.33,2.6,4.68,3.04,19.96,Revisar valor
51540,1,6,24/03/2024,2503.56,2.2,4.52,3.75,18.59,
51548,152,8,2024-03-24,1853.41,6.9,3.58,3.92,14.87,Revisar valor
51549,52,2,24/03/2024,423.71,2.3,3.78,3.01,17.81,Revisar valor
51550,67,14,24/03/2024,2311.75,9.6,4.67,,18.63,Revisar valor
51551,177,10,24/03/2024,3666.54,5.7,3.8,3.1,18.28,Digitado manual
51553,198,7,2024-03-24,755.94,5.6,3.91,3.86,16.56,
51554,178,16,24/03/2024,1640.81,9.9,4.04,3.41,17.52,Revisar valor
51559,107,3,24/03/2024,2124.75,5.8,3.4,3.65,17.53,Revisar valor
51562,120,17,2024-03-24,4233.86,6.1,,3.26,15.85,
51563,99,5,2024-03-24,2705.53,9.4,3.11,2.98,16.08,Revisar valor
51575,181,1,2024-03-24,1523.32,3.3,3.28,3.18,18.64,Digitado manual
51579,199,17,24/03/2024,3574.28,9.0,4.47,2.88,17.57,Revisar valor
51583,128,7,24/03/2024,1371.22,,4.27,3.42,14.68,
51584,103,5,24/03/2024,1649.39,4.3,4.59,3.26,19.28,Digitado manual
51585,207,9,24/03/2024,3654.79,6.4,5.32,3.96,19.43,
51586,113,4,2024-03-24,3104.36,,5.11,3.82,17.15,Digitado manual
51589,15,11,2024-03-24,2835.06,9.9,5.37,3.93,14.47,Digitado manual
51596,145,3,2024-03-24,3626.15,8.5,5.15,3.31,19.11,Revisar valor
51607,65,5,2024-03-25,385.46,4.2,3.67,,16.42,
51609,113,3,2024-03-25,4784.73,7.5,4.9,3.96,19.51,Revisar valor
51612,87,2,25/03/2024,1885.47,8.0,3.34,2.94,18.02,Digitado manual
51617,66,4,25/03/2024,2706.73,8.1,4.19,3.71,17.04,Revisar valor
51619,217,10,25/03/2024,2246.22,3.5,3.12,3.88,18.48,Digitado manual
51623,231,2,25/03/2024,1879.35,7.9,3.62,3.31,17.68,Revisar valor
51626,148,8,25/03/2024,3947.21,6.3,5.19,2.94,15.14,Revisar valor
51627,141,16,2024-03-25,4830.91,8.8,3.43,2.83,19.29,Digitado manual
51629,30,6,25/03/2024,4833.13,2.6,3.93,3.35,17.26,
51630,211,6,2024-03-25,3751.29,6.3,3.02,2.97,19.29,Digitado manual
51633,120,14,25/03/2024,3212.99,9.1,4.82,3.37,19.58,Digitado manual
51644,124,10,25/03/2024,2843.91,5.3,3.64,3.35,16.6,Digitado manual
51645,187,8,2024-03-25,4952.15,5.4,3.65,3.24,18.72,
51647,105,8,25/03/2024,3747.96,3.4,3.32,3.39,16.82,Digitado manual
51648,167,12,2024-03-25,1626.16,4.9,4.21,2.97,17.54,Revisar valor
51652,162,18,25/03/2024,3809.73,2.5,4.89,2.86,18.26,
51659,101,12,25/03/2024,1950.35,9.4,5.16,3.58,14.74,
51662,39,14,2024-03-25,2961.42,6.0,3.94,2.88,18.45,
51673,157,16,2024-03-25,4493.45,9.9,3.85,3.09,18.56,
51674,239,3,25/03/2024,2011.75,2.7,,,16.53,
51677,175,10,2024-03-25,2908.98,4.5,4.77,3.96,19.05,
51678,186,9,2024-03-25,274.09,,5.17,3.24,18.64,
51680,115,14,25/03/2024,1818.51,5.9,4.86,3.65,18.36,Digitado manual
51682,218,6,25/03/2024,3228.02,8.6,3.46,3.22,14.38,Digitado manual
51684,53,18,25/03/2024,2536.26,8.9,3.22,3.1,14.15,Revisar valor
51687,44,6,25/03/2024,3286.16,8.4,4.75,3.04,15.47,
51688,93,17,2024-03-25,3509.43,3.5,4.23,3.04,17.99,Revisar valor
51695,79,4,2024-03-25,4918.06,7.0,3.0,3.56,17.72,Digitado manual
51697,164,1,25/03/2024,2828.08,4.2,3.62,3.66,18.33,Revisar valor
51698,43,7,2024-03-25,4330.54,4.3,5.14,3.5,,Digitado manual
51702,4,13,2024-03-25,580.95,8.1,4.05,3.96,14.51,
51704,25,9,2024-03-25,3857.34,4.5,3.27,3.28,19.68,
51705,212,10,2024-03-25,1850.12,2.8,3.89,3.47,15.64,Revisar valor
51708,229,6,2024-03-25,1201.96,,3.09,2.99,18.73,
51712,125,17,2024-03-25,4295.16,5.9,3.08,3.4,15.65,Revisar valor
51713,196,17,25/03/2024,1907.23,3.3,3.17,3.33,19.61,Digitado manual
51716,8,15,2024-03-25,3014.31,8.7,4.82,3.33,14.06,Revisar valor
51719,13,17,25/03/2024,4630.4,8.7,3.29,3.38,15.65,Revisar valor
51720,130,10,2024-03-25,4938.33,3.3,3.82,3.23,,Digitado manual
51724,16,18,25/03/2024,2499.51,8.7,4.13,3.33,17.35,Revisar valor
51725,245,16,25/03/2024,4768.37,4.4,4.68,3.23,16.93,
51727,40,4,2024-03-25,4809.74,9.4,5.45,3.56,16.36,Revisar valor
51730,118,5,2024-03-25,4836.65,8.3,3.22,2.86,16.59,Revisar valor
51736,182,19,2024-03-25,4285.77,3.6,4.11,3.81,15.5,Revisar valor
51739,107,11,25/03/2024,3446.56,4.4,4.52,3.55,18.98,Revisar valor
51746,116,3,2024-03-26,3044.01,6.2,3.61,3.55,16.25,
51747,118,18,2024-03-26,4323.61,7.4,5.04,3.92,16.01,Digitado manual
51750,25,18,2024-03-26,2487.45,5.6,5.38,3.47,16.36,Revisar valor
51752,108,1,26/03/2024,4970.56,5.8,3.26,3.03,19.93,Revisar valor
51753,76,5,26/03/2024,2492.05,4.1,5.45,3.63,15.79,Digitado manual
51757,129,15,2024-03-26,565.86,9.4,3.92,3.41,,
51758,29,13,26/03/2024,229.74,3.6,3.59,3.88,17.98,
51762,49,7,26/03/2024,1092.59,8.5,3.26,,16.17,
51765,7,14,2024-03-26,2869.57,2.6,4.28,3.5,19.08,Revisar valor
51772,216,9,2024-03-26,3728.82,,5.05,3.34,14.25,Revisar valor
51774,21,11,26/03/2024,1667.45,5.9,5.35,3.78,14.84,
51776,236,8,2024-03-26,1232.93,9.4,4.44,3.57,19.14,Revisar valor
51777,73,20,26/03/2024,1629.6,5.0,4.0,3.77,18.69,Revisar valor
51778,241,8,2024-03-26,2642.52,3.9,3.58,3.21,16.4,Digitado manual
51788,106,17,26/03/2024,2511.84,,4.13,3.81,16.01,Digitado manual
51792,132,18,2024-03-26,3206.45,9.3,4.23,3.79,15.85,Revisar valor
51793,37,12,26/03/2024,1769.73,2.6,3.58,3.11,17.0,Revisar valor
51794,181,19,26/03/2024,2312.54,3.9,5.43,3.87,18.68,
51795,72,13,26/03/2024,3061.06,9.1,4.35,2.83,14.41,Revisar valor
51799,1,16,26/03/2024,1824.15,5.1,3.0,3.19,18.66,Revisar valor
51800,62,19,2024-03-26,2766.03,4.7,3.13,3.01,16.37,Revisar valor
51801,207,18,2024-03-26,1644.88,7.0,,3.78,14.07,Digitado manual
51805,41,9,2024-03-26,783.75,3.9,3.13,,14.48,Digitado manual
51806,30,18,2024-03-26,4244.32,6.2,4.41,3.92,,
51808,107,11,2024-03-26,1081.54,3.1,4.57,3.39,18.04,Revisar valor
51809,138,2,2024-03-26,2103.85,5.8,4.97,3.96,16.49,
51816,221,7,2024-03-26,1587.47,9.0,3.37,3.76,17.35,
51818,137,5,26/03/2024,1704.46,7.8,3.59,3.88,14.93,
51821,18,14,26/03/2024,4600.51,9.0,3.93,3.78,17.76,Digitado manual
51823,172,1,2024-03-26,2702.59,4.9,4.86,3.14,15.04,Revisar valor
51826,84,9,26/03/2024,1724.26,5.6,3.35,3.52,18.18,Digitado manual
51827,144,2,26/03/2024,1571.9,6.4,4.85,3.77,16.07,Revisar valor
51829,202,20,26/03/2024,2591.74,3.8,3.48,3.58,17.8,
51833,195,4,26/03/2024,4775.46,4.3,4.12,3.64,19.99,Revisar valor
51836,230,1,2024-03-26,865.45,5.5,5.49,3.21,15.93,
51838,179,3,26/03/2024,2187.66,6.4,3.78,3.79,14.45,
51845,179,8,27/03/2024,851.54,7.1,3.86,3.79,16.42,
51846,219,1,2024-03-27,491.36,4.6,4.45,3.18,19.85,Revisar valor
51849,7,19,27/03/2024,644.52,7.7,5.14,3.92,18.86,Revisar valor
51853,97,19,27/03/2024,2481.93,,4.32,3.33,15.82,
51856,141,3,27/03/2024,4540.43,2.1,4.32,3.56,17.7,Digitado manual
51861,214,17,2024-03-27,3852.09,8.1,3.96,3.19,15.07,Digitado manual
51866,31,10,27/03/2024,1499.91,10.0,3.92,3.2,15.43,Revisar valor
51867,10,3,2024-03-27,1181.34,4.2,4.48,3.0,16.89,Digitado manual
51868,187,9,27/03/2024,383.88,9.0,3.03,3.82,19.57,Revisar valor
51869,59,6,2024-03-27,4692.07,6.4,4.48,3.94,15.03,Revisar valor
51870,61,11,27/03/2024,1799.83,2.3,4.33,3.27,16.77,
51875,41,4,27/03/2024,1090.05,2.2,3.8,2.99,14.73,Digitado manual
51876,1,6,27/03/2024,2661.21,2.5,5.35,3.73,19.77,Revisar valor
51877,110,13,2024-03-27,1721.69,9.2,4.72,3.34,19.69,
51880,125,10,27/03/2024,3213.93,6.7,4.68,3.02,,Digitado manual
51884,205,1,27/03/2024,4926.18,,3.16,3.61,15.37,Revisar valor
51887,15,1,2024-03-27,1520.49,8.0,4.34,3.89,19.12,Revisar valor
51898,16,14,2024-03-27,3807.84,6.5,5.05,3.01,,Digitado manual
51900,164,11,27/03/2024,471.18,,5.32,3.92,15.43,Digitado manual
51901,175,10,27/03/2024,900.89,9.2,3.46,3.91,19.51,Revisar valor
51902,36,19,27/03/2024,2009.35,3.1,3.61,3.43,,Digitado manual
51910,122,9,2024-03-27,4991.48,5.5,3.65,3.71,15.03,Revisar valor
51913,76,20,2024-03-27,4658.37,8.7,4.38,3.14,16.15,Revisar valor
51918,63,3,2024-03-27,256.56,6.3,3.99,3.84,,
51921,231,18,27/03/2024,2127.89,8.2,3.58,3.67,18.5,Digitado manual
51924,60,5,27/03/2024,4669.9,5.9,5.06,3.52,15.57,Revisar valor
51925,147,13,27/03/2024,3909.81,5.2,3.73,3.16,16.24,Revisar valor
51928,200,9,27/03/2024,535.55,5.7,3.4,3.38,19.22,
51932,82,4,27/03/2024,4036.03,3.5,3.67,3.66,15.19,Revisar valor
51935,230,3,27/03/2024,3768.07,9.8,4.32,,14.27,Digitado manual
51937,75,7,27/03/2024,1287.1,3.1,3.67,3.54,14.04,Revisar valor
51938,54,5,27/03/2024,886.42,8.2,4.1,3.62,14.91,Revisar valor
51940,89,18,2024-03-28,2593.65,,,3.13,14.68,Digitado manual
51943,74,9,2024-03-28,4150.85,3.0,4.93,3.58,18.88,
51946,120,4,2024-03-28,3490.72,3.7,3.18,3.24,17.33,Digitado manual
51950,41,3,2024-03-28,2732.49,5.9,4.93,3.25,14.85,Revisar valor
51954,230,10,28/03/2024,3811.17,10.0,5.42,3.47,19.64,Digitado manual
51955,235,20,2024-03-28,1550.42,6.5,5.3,2.9,16.52,
51962,113,10,2024-03-28,2744.89,3.6,3.69,3.56,16.67,Digitado manual
51964,86,12,2024-03-28,2793.34,9.5,4.63,3.63,17.31,Digitado manual
51970,217,6,2024-03-28,4886.48,8.1,,3.26,19.93,
51971,169,10,2024-03-28,4007.4,6.8,4.28,3.29,16.77,Digitado manual
51977,206,4,28/03/2024,4912.1,7.8,5.44,3.4,,Digitado manual
51979,143,14,2024-03-28,4309.0,2.9,3.78,3.31,19.35,Revisar valor
51980,115,6,2024-03-28,3402.64,7.4,4.68,2.86,16.8,Revisar valor
51983,200,9,2024-03-28,4898.59,9.4,5.34,3.61,16.8,Digitado manual
51985,10,16,28/03/2024,2701.64,8.3,4.2,,19.45,Digitado manual
51986,66,17,2024-03-28,1123.95,3.4,4.08,3.09,15.09,Revisar valor
51989,241,2,2024-03-28,4952.11,7.1,3.84,3.12,16.99,Revisar valor
51991,236,4,28/03/2024,3098.14,5.2,5.16,2.85,19.13,Revisar valor
51992,229,18,28/03/2024,1004.6,5.8,3.71,2.81,19.07,
51995,214,11,2024-03-28,1409.4,2.5,4.49,3.8,15.14,Digitado manual
52002,210,1,2024-03-28,1406.77,2.5,4.54,2.95,,
52004,139,12,28/03/2024,1162.63,4.0,3.82,3.28,,Digitado manual
52005,58,17,28/03/2024,3912.51,5.9,3.87,3.06,15.44,Revisar valor
52008,156,3,28/03/2024,1828.19,6.5,4.82,3.52,19.91,Revisar valor
52009,62,14,2024-03-28,3427.58,8.0,4.43,3.83,16.77,Digitado manual
52023,111,17,2024-03-28,4911.77,4.5,4.48,,14.32,
52025,179,15,28/03/2024,1761.01,,4.4,3.93,14.35,Revisar valor
52027,112,9,2024-03-28,2310.35,7.9,3.0,2.99,17.41,Digitado manual
52028,213,8,28/03/2024,2736.74,3.1,5.22,3.31,14.07,
52029,98,9,2024-03-28,2935.03,6.1,4.41,,16.71,Revisar valor
52031,176,5,28/03/2024,956.05,5.0,3.22,3.68,15.72,Revisar valor
52032,195,19,28/03/2024,2808.52,7.4,3.4,3.48,17.93,Digitado manual
52034,116,7,28/03/2024,1438.74,6.2,4.38,3.68,14.62,Revisar valor
52038,122,18,28/03/2024,787.5,7.1,4.44,2.99,17.27,Revisar valor
52039,7,7,2024-03-28,3546.48,5.2,3.11,3.04,14.63,
52040,79,14,28/03/2024,4229.61,8.5,4.27,3.97,15.26,
52042,88,7,28/03/2024,2628.88,7.5,3.19,3.74,17.65,
52044,128,19,29/03/2024,431.64,2.3,3.65,3.86,19.88,Revisar valor
52045,137,2,2024-03-29,830.36,4.6,4.89,3.93,15.17,
52047,99,5,2024-03-29,4066.57,3.5,5.37,3.28,17.9,Revisar valor
52049,142,9,2024-03-29,885.33,5.4,4.63,3.16,16.13,
52050,222,10,29/03/2024,2459.47,5.8,4.34,2.89,17.35,Digitado manual
52056,228,11,29/03/2024,1764.83,2.3,5.41,3.73,19.16,Revisar valor
52057,46,18,2024-03-29,3000.18,6.7,3.07,3.2,18.18,Revisar valor
52059,53,9,29/03/2024,245.73,2.5,4.57,3.3,15.2,Digitado manual
52062,3,7,2024-03-29,2084.37,9.4,3.69,3.63,15.45,Digitado manual
52065,157,2,2024-03-29,1689.38,9.2,4.13,2.96,14.72,
52066,238,9,29/03/2024,1191.98,7.8,,3.44,17.45,
52067,52,4,2024-03-29,2772.64,5.8,3.56,2.9,19.28,Revisar valor
52073,130,19,29/03/2024,884.84,4.8,4.21,,19.16,
52077,209,6,29/03/2024,666.1,5.6,3.68,3.78,17.44,
52082,70,9,29/03/2024,1321.01,6.6,4.92,3.29,14.1,Revisar valor
52083,216,5,2024-03-29,1748.5,9.7,3.97,3.57,18.29,Revisar valor
52089,68,5,2024-03-29,3900.97,4.9,5.05,2.92,17.27,
52092,117,17,29/03/2024,2734.43,6.4,4.26,3.68,19.48,Revisar valor
52095,217,1,29/03/2024,2589.12,9.1,4.18,3.32,14.58,
52099,144,10,2024-03-29,2691.91,4.5,4.84,3.88,17.33,
52103,38,12,2024-03-29,1643.57,8.1,4.9,3.63,19.23,Revisar valor
52104,1,18,29/03/2024,1159.88,7.2,4.71,3.58,18.84,Revisar valor
52106,168,14,29/03/2024,2328.59,9.6,4.57,3.74,14.02,Revisar valor
52112,59,17,29/03/2024,3720.95,5.9,3.38,2.81,18.91,Revisar valor
52114,41,6,2024-03-29,4539.99,,3.86,3.22,18.49,Digitado manual
52115,28,7,2024-03-29,4272.66,6.1,3.2,3.56,16.29,Revisar valor
52118,213,6,2024-03-29,3688.11,,5.17,3.07,18.84,Revisar valor
52122,9,3,29/03/2024,1566.64,7.5,3.42,3.69,18.14,Digitado manual
52123,107,3,29/03/2024,2858.96,3.1,4.16,2.82,15.5,Digitado manual
52128,96,18,29/03/2024,3849.88,9.5,4.14,3.85,18.7,Revisar valor
52129,75,4,2024-03-29,983.68,7.1,4.4,2.91,14.62,Digitado manual
52130,167,16,2024-03-29,1190.7,4.5,5.33,3.75,15.5,Digitado manual
52135,237,8,29/03/2024,3525.55,,3.1,3.45,18.74,
52136,30,4,2024-03-29,1141.59,3.6,5.12,3.1,16.74,Digitado manual
52137,203,15,2024-03-29,3851.07,2.5,4.95,3.2,17.12,Revisar valor
52138,27,14,29/03/2024,1058.9,8.2,3.83,3.62,14.96,
52139,135,13,29/03/2024,887.15,7.3,4.97,3.01,19.04,Digitado manual
52140,74,11,29/03/2024,702.4,5.7,4.41,2.9,16.28,
52141,90,6,2024-03-29,3425.1,3.7,4.5,3.12,14.41,
52143,94,4,2024-03-29,2401.53,2.9,3.72,3.47,19.28,Digitado manual
52144,151,12,2024-03-29,3010.08,7.8,4.72,3.4,16.01,
52147,50,9,2024-03-30,-3408.13,3.9,4.94,3.71,16.58,
52153,40,6,2024-03-30,1443.67,8.2,5.44,,18.01,Digitado manual
52155,165,11,30/03/2024,2060.48,7.3,3.73,3.07,16.8,Digitado manual
52157,217,19,2024-03-30,3933.28,8.8,4.09,2.94,19.83,Digitado manual
52159,196,12,2024-03-30,2040.0,6.8,3.21,3.79,15.84,Revisar valor
52168,144,15,2024-03-30,3110.38,6.2,3.41,3.44,19.53,
52169,27,3,30/03/2024,3381.46,7.8,4.85,3.79,16.41,
52170,2,16,30/03/2024,234.32,7.9,,3.03,,Digitado manual
52172,21,19,30/03/2024,4919.71,6.1,3.61,2.89,14.18,Digitado manual
52173,26,18,2024-03-30,4131.68,4.7,4.42,3.98,16.66,Digitado manual
52176,29,1,2024-03-30,3877.69,4.9,4.45,3.7,14.77,Revisar valor
52179,241,13,30/03/2024,903.51,2.5,3.13,3.5,14.7,Digitado manual
52181,61,7,30/03/2024,4162.4,8.1,3.41,3.52,17.23,Revisar valor
52183,95,14,30/03/2024,3994.8,8.0,5.12,3.33,19.75,Digitado manual
52187,122,8,30/03/2024,498.15,3.0,3.39,3.87,16.9,Revisar valor
52190,237,19,30/03/2024,1718.53,2.5,3.07,2.92,18.06,Digitado manual
52191,117,8,30/03/2024,299.11,8.0,3.83,3.38,19.35,Revisar valor
52193,204,16,2024-03-30,4271.55,5.6,5.47,3.98,14.94,
52195,3,16,2024-03-30,1809.82,8.4,4.83,3.33,14.3,Revisar valor
52198,9,3,30/03/2024,1280.41,7.5,3.15,3.19,19.01,Digitado manual
52201,10,20,2024-03-30,1393.64,5.3,3.89,3.35,17.92,Digitado manual
52204,210,11,30/03/2024,3967.72,8.3,4.47,3.41,16.31,Revisar valor
52220,89,17,30/03/2024,3113.59,5.7,3.5,,16.48,Revisar valor
52221,111,9,30/03/2024,1824.14,8.0,3.51,2.89,,Digitado manual
52222,150,20,30/03/2024,3102.47,2.9,4.85,3.13,,
52224,100,3,2024-03-30,1744.1,3.7,4.02,3.31,18.08,Revisar valor
52226,208,13,30/03/2024,597.94,2.5,3.6,3.17,14.47,
52236,224,1,30/03/2024,3252.14,4.8,4.95,3.68,14.39,
52237,177,12,2024-03-30,677.07,2.9,4.69,3.22,16.52,Digitado manual
52238,55,13,30/03/2024,3489.48,2.7,5.47,2.91,,Digitado manual
52242,162,18,2024-03-30,916.89,2.2,4.96,3.62,17.32,Digitado manual
52244,133,4,30/03/2024,204.22,4.0,3.6,2.85,17.73,Revisar valor
52247,62,1,30/03/2024,1133.55,9.2,4.53,3.11,17.49,Revisar valor
52248,197,3,30/03/2024,671.36,4.8,3.12,3.95,17.54,
52254,31,7,30/03/2024,1618.83,4.0,4.78,3.38,14.44,Digitado manual
52261,96,2,2024-03-30,1145.24,9.7,4.05,3.21,14.99,Digitado manual
52263,75,8,2024-03-30,3047.79,2.2,4.99,,16.31,
52267,88,8,2024-03-30,4150.58,5.6,3.23,3.33,15.12,
52271,152,16,30/03/2024,4262.53,2.4,4.11,3.22,18.46,
52275,215,15,30/03/2024,1521.85,9.2,4.98,3.25,14.34,Revisar valor
52278,226,16,2024-03-30,-2834.21,6.4,4.56,,14.74,Revisar valor
52282,125,10,30/03/2024,847.79,6.3,5.4,3.83,18.7,
52288,103,18,2024-03-30,3601.98,5.3,4.72,2.99,15.08,Digitado manual
52290,212,15,30/03/2024,4942.6,2.6,3.72,3.01,19.02,Revisar valor
52292,146,3,30/03/2024,2451.79,4.4,5.01,3.83,15.16,Revisar valor
52301,108,8,2024-03-31,716.67,6.0,3.35,3.64,19.79,Revisar valor
52302,53,16,31/03/2024,2147.57,6.0,4.49,2.86,18.66,Revisar valor
52303,240,9,31/03/2024,3999.24,8.0,4.67,3.68,16.19,Revisar valor
52306,143,18,2024-03-31,3472.15,8.8,3.8,3.0,17.7,Revisar valor
52308,182,3,31/03/2024,2419.47,6.9,4.38,3.52,18.43,Revisar valor
52309,197,3,2024-03-31,1111.97,,5.07,3.68,16.92,Digitado manual
52313,241,12,31/03/2024,1457.88,5.2,4.5,3.81,15.22,
52315,19,7,2024-03-31,2643.54,3.6,,3.12,17.95,Revisar valor
52321,243,12,31/03/2024,2047.96,9.9,3.99,3.99,16.22,Revisar valor
52325,152,3,2024-03-31,4401.89,8.4,5.26,3.8,18.98,
52327,6,1,31/03/2024,3446.57,7.5,4.92,3.1,,
52328,76,2,2024-03-31,311.08,,5.09,3.87,15.88,
52329,212,14,31/03/2024,324.11,6.2,5.08,2.92,14.68,
52331,171,2,2024-03-31,4027.27,6.8,5.31,2.99,16.03,
52333,123,8,2024-03-31,590.5,4.0,3.24,3.21,16.99,Digitado manual
52336,225,6,31/03/2024,2707.68,8.0,3.94,2.82,14.32,Revisar valor
52337,27,19,31/03/2024,4963.56,3.0,4.4,3.28,18.08,
52339,148,19,2024-03-31,3845.76,5.2,4.72,3.48,14.02,
52345,195,19,31/03/2024,3384.44,,4.13,3.54,14.76,
52347,46,17,31/03/2024,2917.0,8.6,3.75,3.77,14.13,Revisar valor
52351,234,1,31/03/2024,1354.15,3.3,3.46,3.41,18.9,Revisar valor
52352,119,18,2024-03-31,2415.44,6.9,4.09,3.37,14.49,
52355,151,4,2024-03-31,2298.67,4.7,4.87,3.45,15.05,
52362,78,19,31/03/2024,3111.26,5.0,3.57,3.34,16.11,
52364,149,1,2024-03-31,2844.19,8.1,5.42,3.14,17.3,
52371,100,1,2024-03-31,3205.53,9.6,4.4,3.27,16.3,Digitado manual
52372,163,14,2024-03-31,-4112.74,5.2,4.39,3.34,,
52373,135,10,31/03/2024,1608.22,4.2,5.2,2.9,19.97,Digitado manual
52379,32,14,31/03/2024,3081.59,3.7,4.08,3.14,,Revisar valor
52383,56,2,31/03/2024,2182.32,8.9,3.85,3.27,16.45,
52385,158,17,31/03/2024,1527.04,,4.0,3.57,17.28,Digitado manual
52387,153,13,2024-03-31,3349.09,8.3,3.78,3.02,,Digitado manual
52390,138,15,31/03/2024,613.59,5.6,4.96,3.58,19.86,Digitado manual
52392,206,10,31/03/2024,3306.31,8.2,3.61,3.1,19.38,Revisar valor
52394,11,11,31/03/2024,2618.35,8.0,3.81,3.54,14.93,Digitado manual
52395,95,16,2024-03-31,2280.79,9.2,,3.27,17.2,Revisar valor
52398,102,16,31/03/2024,1524.36,8.0,5.25,3.31,18.3,Revisar valor
52404,49,12,2024-03-31,1442.22,,,,14.58,Revisar valor
52409,57,18,2024-03-31,2756.09,,3.47,,19.75,Revisar valor
