collection_id,farm_id,route_id,collection_date,collected_liters,temperature_c,fat_pct,protein_pct,acidity
53453,72,10,04-09-2024,"4565,96",,"3,43","3,6","18,0"
53454,189,19,04-09-2024,"358,51","3,8","5,35","3,24","17,32"
53455,75,14,04-09-2024,"906,07","3,0","5,31","3,75","16,81"
53458,153,13,04-09-2024,"2588,28","9,2","4,71",,"18,42"
53459,197,19,04-09-2024,"1124,26","5,9","3,27","2,8","19,11"
53462,214,6,04-09-2024,"453,23","7,4","3,4","3,39","15,43"
53465,232,11,04-09-2024,"1499,13","7,9","4,99","3,48","17,5"
53466,147,10,04-09-2024,"1065,3","8,0","3,26","3,94","14,08"
53469,167,11,04-09-2024,"2853,82","3,2","3,18","2,9",
53470,59,8,04-09-2024,"2807,81","2,8","5,32","3,2","18,97"
53472,138,13,04-09-2024,"3294,49","3,7","5,4","3,3","15,54"
53478,12,2,04-10-2024,"3645,66","3,2",,"3,54","16,62"
53484,27,11,04-10-2024,"2689,46","2,6","3,15","2,91","15,71"
53486,9,20,04-10-2024,"4332,32","2,9","4,93","3,72","18,32"
53488,155,4,04-10-2024,"3646,44","9,7","5,38","3,39","17,92"
53492,100,6,04-10-2024,"1974,76","3,1","4,04","3,69","18,19"
53493,206,6,04-10-2024,"495,54","7,3","3,22","3,46","14,78"
53494,220,14,04-10-2024,"1424,68","5,7","4,4","3,17","14,96"
53500,244,14,04-10-2024,"1368,11",,,"3,12","14,92"
53506,235,8,04-10-2024,"2857,41","5,9","4,25","3,39","14,51"
53507,173,20,04-10-2024,"4037,6",,"4,27","3,94","15,86"
53509,119,20,04-10-2024,"3722,81","6,8","5,22",,"16,47"
53512,228,6,04-10-2024,"4574,86","5,0","3,63","3,69","14,38"
53513,54,1,04-10-2024,"347,5","4,9","4,21","2,93","17,07"
53514,167,10,04-10-2024,"4463,83","3,9","5,31","2,86","17,16"
53520,55,13,04-10-2024,"2188,59","9,5",,"3,45","15,9"
53521,199,4,04-10-2024,"4565,39","7,6","3,58",,"19,86"
53524,215,5,04-10-2024,"3976,38","8,3","4,41",,"15,58"
53528,194,11,04-10-2024,"1381,56",,"4,68","3,72","19,77"
53530,112,3,04-10-2024,"2382,28","3,5","4,39","3,71","16,51"
53533,154,11,04-10-2024,"4774,07",,"4,51","3,73","18,65"
53536,157,1,04-10-2024,"-2667,1","2,1","4,11",,"14,81"
53539,135,20,04-10-2024,"856,54","4,3","5,4","3,67","17,73"
53544,130,10,04-10-2024,"1848,27",,"4,07","3,15","14,76"
53546,85,4,04-10-2024,"1169,01","3,9","3,73","3,51",
53550,73,16,04-10-2024,"4865,7","9,5","5,24",,"15,41"
53553,77,19,04-10-2024,"4663,92","5,7","4,02","2,98","16,51"
53555,53,16,04-10-2024,"2619,79",,"3,79","3,13","19,28"
53556,192,19,04-10-2024,"3133,24","4,3","5,37","3,61","16,85"
53561,80,15,04-10-2024,"3146,8","9,7","4,79",,"19,59"
53563,181,7,04-10-2024,"4387,28","3,5",,"3,82","18,69"
53564,138,19,04-10-2024,"2265,93","4,9","3,55","3,24","18,08"
53567,157,17,04-11-2024,"978,25","5,7","4,93","3,28","18,01"
53570,229,10,04-11-2024,"4335,23","4,4","4,16","3,35","15,35"
53571,154,8,04-11-2024,"2773,77","4,2","5,13","3,63","14,41"
53574,72,5,04-11-2024,"3811,33","8,9","3,6","2,99","17,47"
53581,149,13,04-11-2024,"4473,55","8,1","3,39","3,12",
53582,245,16,04-11-2024,"1026,1","9,5","4,72",,"14,03"
53587,222,7,04-11-2024,"2362,01","4,8","3,24","3,75","14,52"
53589,7,9,04-11-2024,"1031,87","4,8","3,86","3,32","17,64"
53592,126,13,04-11-2024,"2229,0","4,6","3,64","3,02","14,88"
53595,167,11,04-11-2024,"3774,6","8,9","4,28","3,65","15,9"
53596,101,16,04-11-2024,"3514,96","7,8","5,44","3,4","19,56"
53597,148,2,04-11-2024,"2631,28","5,9","3,64","3,0","14,7"
53598,85,14,04-11-2024,"4646,75","7,0","4,37","3,25","15,4"
53601,125,12,04-11-2024,"307,5",,"3,74","3,13","17,74"
53602,212,6,04-11-2024,"1397,99","2,9","5,19","3,2","17,03"
53604,203,3,04-11-2024,"2708,59","4,3","3,81","2,8","15,16"
53606,115,11,04-11-2024,"2631,58","9,5","3,79","3,6","16,84"
53607,117,20,04-11-2024,"867,39","2,4","5,08","3,96","19,59"
53608,20,1,04-11-2024,"2313,73","4,1","3,53","3,81","14,6"
53610,181,1,04-11-2024,"605,75","3,3","3,04","3,11","17,31"
53611,43,5,04-11-2024,"2151,9","5,8","4,47","3,85","19,32"
53612,79,10,04-11-2024,"3853,48","7,0","3,27","2,88",
53617,198,14,04-11-2024,"4588,39","9,6","3,78","3,0","19,59"
53619,13,15,04-11-2024,"1367,68","6,1","3,79","3,04","14,33"
53622,6,14,04-11-2024,"3689,27","9,6","3,6","3,05","14,26"
53623,37,19,04-11-2024,"3764,44","5,4","3,18","3,79","18,09"
53628,111,3,04-11-2024,"3340,77","2,3","4,14","3,48","14,45"
53629,105,10,04-11-2024,"801,85","8,6","5,43","3,76","17,99"
53632,2,1,04-11-2024,"2604,12","6,4","4,69","3,96","15,42"
53636,110,6,04-11-2024,"2340,08","8,9","5,02","3,8","17,34"
53637,89,13,04-11-2024,"1152,4","2,8","4,87","3,59","16,89"
53639,226,10,04-11-2024,"3998,22","2,5","5,09","2,91","17,31"
53640,55,14,04-11-2024,"4924,19","3,4","4,42",,
53641,40,19,04-11-2024,"790,17","3,4","5,03","2,82","16,35"
53645,30,19,04-11-2024,"2423,89","2,3","4,81","3,69","18,07"
53648,61,11,04-11-2024,"3272,03","5,9","4,14","2,83","14,21"
53650,234,7,04-11-2024,"4498,67","8,6","4,91","3,03","15,1"
53653,139,18,04-12-2024,"1133,83","4,7","5,28","3,44","18,03"
53657,229,9,04-12-2024,"1186,33",,"3,63","3,54","15,4"
53658,110,13,04-12-2024,"4199,98","8,3","4,27","3,58","16,46"
53660,99,6,04-12-2024,"2174,37","3,9","5,4","3,59","15,76"
53662,196,7,04-12-2024,"216,63","4,4","3,12","3,55","18,65"
53664,202,4,04-12-2024,"3393,26","5,0","4,71","3,39","14,35"
53669,178,6,04-12-2024,"3779,4","8,8","3,97","3,74","19,07"
53670,81,13,04-12-2024,"3366,64","4,4","3,73","2,85","16,54"
53671,181,17,04-12-2024,"3722,65","8,0",,"2,8","19,55"
53672,19,16,04-12-2024,"3215,76","2,6","5,39","2,92","19,57"
53675,233,20,04-12-2024,"272,07","3,0","4,34","3,72","15,32"
53678,16,4,04-12-2024,"3475,68","8,4","5,2",,"18,05"
53679,208,15,04-12-2024,"3767,16","9,7","5,15",,"16,23"
53680,102,1,04-12-2024,"1056,58","3,5","3,7","3,6","16,21"
53681,245,5,04-12-2024,"694,35","4,4","4,08","3,49","14,41"
53683,10,4,04-12-2024,"1620,17","8,8","3,35","3,87","15,74"
53688,78,4,04-12-2024,"4928,1","3,1","4,6","2,89","15,63"
53692,223,16,04-12-2024,"616,32","5,7","4,55","3,14","16,58"
53695,5,18,04-12-2024,"791,28","7,2","4,09","3,91","14,35"
53696,63,5,04-12-2024,"2000,62","6,1","5,11","3,01","14,87"
53702,79,15,04-12-2024,"513,86","5,2","4,75","3,66","15,88"
53709,217,13,04-12-2024,"4425,22",,"4,26","3,18","19,75"
53713,61,19,04-12-2024,"1998,07",,"5,39","2,98","18,71"
53720,104,20,04-12-2024,"3635,59","7,7","5,27","3,91","15,59"
53730,235,16,04-12-2024,"2634,45","9,6","5,19","2,99","15,1"
53732,49,1,04-12-2024,"1590,35","3,9","4,39",,"16,86"
53733,209,2,04-12-2024,"4318,42","5,7","3,57","3,18","14,36"
53742,234,5,04-12-2024,"4965,3","2,9","3,87","2,81","18,76"
53745,26,10,04-12-2024,"-1452,6","6,5","3,84","3,13","18,38"
53746,82,10,04-12-2024,"2309,12","3,9","3,83","3,8","17,26"
53756,50,4,04-12-2024,"-963,34","8,5","4,69","3,0","17,92"
53758,142,20,04-12-2024,"4153,8","3,8","4,51","3,79","14,04"
53759,210,3,04-12-2024,"2957,47","9,1","4,47","3,66",
53760,111,12,04-12-2024,"4147,61","5,6","4,39","3,31","17,83"
53770,8,15,04-12-2024,"770,58","6,0","4,14","2,97","17,12"
53771,153,12,04-12-2024,"592,41","9,6","4,96","3,26","18,47"
53772,114,13,04-12-2024,"4081,87","3,1","5,2","3,6","19,45"
53774,57,15,04-12-2024,"3999,75","4,6","4,58",,"15,89"
53777,163,8,04-12-2024,"2691,23","5,6","5,07","2,96","14,99"
53779,112,15,04-12-2024,"1966,07","4,0","3,81","3,27","16,05"
53782,62,6,04-13-2024,"3426,85","5,0","5,06","3,96","19,92"
53783,200,20,04-13-2024,"3990,19","9,4","3,05","2,86","15,11"
53784,151,10,04-13-2024,"4313,76","3,7","4,62","3,35",
53786,243,9,04-13-2024,"4951,38","3,8","3,47","3,65","15,03"
53790,231,9,04-13-2024,"200,34","3,9","3,36","3,19","18,47"
53795,77,13,04-13-2024,"4240,6","7,0","5,23","3,32",
53797,180,10,04-13-2024,"4679,33","2,4","5,29","3,82","16,62"
53798,84,6,04-13-2024,"3723,53",,"3,68","3,65","16,5"
53799,24,10,04-13-2024,"2310,44","2,6","4,34","3,38","16,33"
53808,129,17,04-13-2024,"1076,4","10,0","4,91","2,95","17,75"
53813,178,20,04-13-2024,"4528,25",,"5,19","3,55","14,12"
53814,106,18,04-13-2024,"473,64","4,4",,"3,13","19,68"
53818,32,18,04-13-2024,"885,03","8,7","3,94","2,94","15,81"
53824,19,14,04-13-2024,"1690,06","9,7",,"3,32","18,62"
53826,49,15,04-13-2024,"3104,05","4,7","3,22","3,85","15,88"
53828,65,10,04-13-2024,"2760,38","3,7","4,03","3,93","14,28"
53832,207,3,04-13-2024,"1785,83","4,2","5,31","3,96","18,42"
53843,224,15,04-13-2024,"1172,69","6,3","3,57","3,97","14,06"
53847,43,8,04-13-2024,"650,02","7,7","4,74","3,11","16,67"
53860,88,10,04-13-2024,"3652,1","8,4","5,44","3,1","16,31"
53863,212,17,04-13-2024,"777,35","2,8","4,08","3,97","15,4"
53872,29,13,04-13-2024,"3982,76","5,2","4,01","3,63","17,89"
53873,208,3,04-13-2024,"971,0","5,7","4,94","3,71","15,81"
53876,5,7,04-13-2024,"830,02","7,0","5,32","2,81","17,77"
53894,67,13,04-13-2024,"4467,32","5,8","3,62","2,82","17,95"
53895,91,11,04-13-2024,"448,79","6,5","5,25","2,88","18,6"
53897,57,9,04-13-2024,"4158,1",,,"3,55","19,64"
53900,147,13,04-13-2024,"2244,72","2,5","3,64","2,82","17,79"
53906,101,5,04-13-2024,"3278,41","2,6","3,57","3,34","17,82"
53915,58,3,04-13-2024,"3701,28","5,6","3,47","3,65","17,51"
53916,27,10,04-13-2024,"4222,38","7,8",,"3,68","18,53"
53917,179,7,04-13-2024,"1038,43","8,0","3,19","3,73","17,63"
53918,215,4,04-13-2024,"3217,05","2,8","4,01","3,31","17,89"
53921,33,9,04-14-2024,"4630,43","5,1","3,19","3,83","14,55"
53922,123,20,04-14-2024,"1599,45","2,3",,"3,48","14,43"
53924,53,7,04-14-2024,"2814,99","2,6","3,76","3,17","18,2"
53928,30,17,04-14-2024,"-3238,67","6,3","3,01","2,82","17,25"
53931,96,1,04-14-2024,"1375,95","7,2","4,24","3,96","16,43"
53934,35,20,04-14-2024,"4303,08","3,3","3,14","2,93","15,72"
53936,46,18,04-14-2024,"1183,78","8,9","4,27","3,21","17,56"
53937,69,9,04-14-2024,"1107,6","3,6","4,18","3,29","19,71"
53939,131,11,04-14-2024,"1878,38","4,6","3,92","2,98","16,61"
53941,147,12,04-14-2024,"3192,93","3,5","5,44","3,26","16,89"
53943,165,20,04-14-2024,"1916,36","6,9","4,31","3,95","16,72"
53944,59,4,04-14-2024,"2960,55","2,4","4,4","3,89","15,08"
53949,137,6,04-14-2024,"2645,19","9,7","5,06","3,88","16,86"
53951,138,8,04-14-2024,"3711,45","8,3","3,17","3,27","15,3"
53966,24,3,04-14-2024,"2429,36","8,9","4,34","3,22","16,06"
53969,12,6,04-14-2024,"4018,72","4,0","4,99","3,47","19,5"
53975,169,3,04-14-2024,"1615,3","2,7","3,23","3,11","19,89"
53977,21,9,04-14-2024,"401,18",,"4,73","3,94","17,54"
53979,121,4,04-14-2024,"3685,62","4,2","3,22","3,21","15,73"
53982,174,4,04-14-2024,"4129,44","3,8","3,31","3,73","18,53"
53983,32,16,04-14-2024,"1565,21","5,6","5,28","3,43","16,98"
53986,163,8,04-14-2024,"421,2","5,3","5,0","3,41","19,83"
53987,160,17,04-14-2024,"4181,62","3,0","4,86","3,21","19,25"
53991,140,1,04-14-2024,"4901,79","10,0","5,21","3,88",
53992,178,12,04-14-2024,"2418,16","7,5","4,96","3,93","16,17"
53995,7,9,04-14-2024,"232,33","6,9","4,05",,"19,35"
53996,207,19,04-14-2024,"4015,19","3,2","3,35","3,25","16,13"
53997,58,11,04-14-2024,"3260,36","8,9","4,27","3,5","15,64"
53999,224,18,04-14-2024,"4848,02","6,7","3,51","3,17","16,3"
54001,11,3,04-14-2024,"4554,43","4,2","3,79","3,23","14,57"
54002,1,7,04-14-2024,"1611,82","9,3","4,42","3,88","17,12"
54005,129,11,04-14-2024,"2243,92","7,2","3,45","3,38","16,66"
54006,6,10,04-14-2024,"2373,75","5,5","5,4","3,68","15,95"
54007,82,7,04-14-2024,"4738,49","8,5","3,94","3,84",
54008,57,11,04-14-2024,"1817,92","6,8","4,13","3,3","15,24"
54012,243,11,04-14-2024,"2324,83","3,2","3,88","3,67","15,11"
54013,47,3,04-14-2024,"-1185,86","3,9","4,77","3,37","17,79"
54014,27,18,04-14-2024,"2176,8","3,4","3,17",,"19,89"
54015,171,3,04-14-2024,"4950,61","9,8","4,97","3,29","16,84"
54016,148,15,04-14-2024,"3672,13","6,8","4,22","3,78","15,31"
54019,180,12,04-14-2024,"1606,53","9,7","3,02","3,39","18,62"
54020,212,1,04-14-2024,"223,7","10,0","3,65","2,93","14,45"
54023,195,2,04-14-2024,"3583,9","8,1","3,71","3,3","19,88"
54024,208,6,04-14-2024,"2452,8","9,1","3,4","3,87","17,73"
54025,135,4,04-14-2024,"1954,01","3,0","4,03","3,28","19,24"
54029,202,19,04-14-2024,"2913,65","4,0","3,08","3,91","17,27"
54035,136,18,04-14-2024,"3200,49","2,2","5,1","3,83",
54042,157,2,04-14-2024,"3367,7","7,9","4,9","3,84","17,87"
54046,15,7,04-14-2024,"-4223,55","2,5","5,24","3,22",
54049,107,5,04-14-2024,"312,74","7,3","3,53","3,32","18,91"
54050,170,3,04-14-2024,"2656,16","5,6","3,2","3,96","18,65"
54051,81,14,04-14-2024,"3533,27","9,7","3,66","3,98","15,07"
54054,2,10,04-14-2024,"3030,66","9,4","4,62","3,94","18,93"
54057,186,14,04-14-2024,"2253,69","2,6","3,9","3,59","19,66"
54058,36,1,04-14-2024,"4650,12","2,2","4,34","2,81","16,69"
54063,154,7,04-14-2024,"3908,58","8,9","5,0","2,81","16,92"
54066,61,6,04-14-2024,"517,76","5,8","3,37","3,35","15,03"
54069,30,17,04-15-2024,"296,43","2,2","4,29","3,45","15,6"
54071,15,18,04-15-2024,"4410,74","10,0",,"3,39","14,06"
54072,221,8,04-15-2024,"4570,7","8,1","3,71","3,21","17,51"
54073,242,8,04-15-2024,"626,13","7,0",,"3,63","14,53"
54074,79,20,04-15-2024,"632,26","7,2","3,03","3,43","18,17"
54078,226,12,04-15-2024,"291,46","9,6","3,79","3,03","14,96"
54079,180,19,04-15-2024,"3164,92","7,9","3,8","3,34","19,73"
54080,193,16,04-15-2024,"2331,74","9,5","4,68","3,46",
54087,182,14,04-15-2024,"668,35","8,2","5,23","3,78","14,13"
54088,142,4,04-15-2024,"702,6","9,2","3,13","3,81",
54093,25,3,04-15-2024,"1104,86","7,9","4,86","2,95","18,86"
54097,118,20,04-15-2024,"4893,39","3,1","4,88","2,94","14,77"
54100,151,5,04-15-2024,"2988,53","6,5","4,6","3,48","17,14"
54101,208,7,04-15-2024,"2068,68","7,6","5,28","3,01","15,05"
54104,148,19,04-15-2024,"3549,97","6,9","4,3","3,68","17,82"
54105,12,18,04-15-2024,"4724,89","2,1","4,25","3,68","14,19"
54106,83,3,04-15-2024,"3628,86",,"5,45","2,97","15,43"
54108,64,4,04-15-2024,"4009,19","5,4","4,8","3,75","15,58"
54109,237,6,04-15-2024,"2590,9","9,4",,"3,3","17,94"
54112,44,4,04-15-2024,"1070,06","2,3","3,84","3,08","16,63"
54113,14,3,04-15-2024,"388,37","2,5","4,96","2,94","14,95"
54116,179,10,04-15-2024,"1633,91","9,4","4,9","3,34","17,63"
54118,94,13,04-15-2024,"1181,87","4,5","4,87","2,92","18,87"
54119,116,12,04-15-2024,"2710,78","7,3","4,84","3,2","15,62"
54120,133,18,04-15-2024,"1426,3","9,9","4,06","3,47","16,07"
54125,207,7,04-15-2024,"355,27","5,3","5,13","3,02","18,28"
54131,213,3,04-15-2024,"4149,62","4,0","5,13","2,87","17,21"
54133,29,20,04-15-2024,"4420,31","2,9","3,6","3,51","19,27"
54148,159,1,04-15-2024,"796,9","9,4","3,95","3,29","15,68"
54152,104,19,04-15-2024,"1689,22","7,5","4,17","3,92","14,96"
54153,215,12,04-15-2024,"1724,41","3,3","4,32","3,53","17,33"
54155,81,16,04-15-2024,"999,06","7,7","3,79","3,93","15,42"
54158,223,6,04-15-2024,"3716,03",,"4,51","2,96","15,41"
54160,105,7,04-15-2024,"3087,51","8,4","3,24","3,48","19,67"
54163,67,13,04-15-2024,"2050,6","6,7","3,94","3,21","16,5"
54169,123,15,04-15-2024,"4590,23","7,2","3,02","3,34","18,8"
54174,162,16,04-15-2024,"633,87","9,3","5,46","3,52","16,69"
54176,34,19,04-15-2024,"1723,88","7,9","3,38",,"19,57"
54177,69,11,04-15-2024,"4090,18","2,7","4,93","2,81","19,75"
54179,77,15,04-15-2024,"1813,77","8,3","3,7","3,48","19,59"
54181,218,4,04-15-2024,"2978,49","6,0","3,85","3,26","18,12"
54184,88,19,04-15-2024,"2337,11","2,4","5,12","3,15","17,29"
54189,139,6,04-15-2024,"1900,72","9,3",,"3,55","16,16"
54191,57,5,04-15-2024,"3197,64","4,7","3,3","2,84","17,59"
54194,151,8,04-16-2024,"3243,89","8,4","5,11","3,75","15,8"
54197,95,19,04-16-2024,"4673,0","9,6","3,14","3,4","17,64"
54201,109,19,04-16-2024,"3368,58","7,6","3,79","3,45","17,13"
54206,18,7,04-16-2024,"550,17","8,7",,"2,84","18,86"
54209,157,18,04-16-2024,"3154,69",,"3,13","3,61","16,57"
54211,161,17,04-16-2024,"4562,09","4,2","4,74","3,93","17,53"
54213,85,6,04-16-2024,"4302,04","2,3","3,49","2,89","18,44"
54214,166,1,04-16-2024,"2518,44","3,0","3,73","2,88","16,77"
54220,201,8,04-16-2024,"3823,78","9,8","4,26","3,56","15,33"
54223,77,4,04-16-2024,"4008,6","2,4","3,86","3,14","15,9"
54225,49,16,04-16-2024,"841,6","5,3","4,2",,"16,25"
54226,47,17,04-16-2024,"3229,96","6,6","3,71","3,18","19,59"
54227,12,14,04-16-2024,"1912,08","9,6","4,59","3,76","16,93"
54229,181,3,04-16-2024,"4524,05","8,4","4,57","3,3","18,22"
54230,234,12,04-16-2024,"2228,42","7,8","4,79","3,9","18,01"
54231,203,11,04-16-2024,"3300,6","7,3","3,93","2,99","19,05"
54233,110,17,04-16-2024,"3422,23","7,3","4,36","2,92","18,78"
54234,210,6,04-16-2024,"900,89","2,4","4,08","3,94","14,51"
54235,69,1,04-16-2024,"701,4","5,9","3,97","3,78","17,89"
54237,217,12,04-16-2024,"1849,21",,"3,96","2,92","17,14"
54239,235,16,04-16-2024,"934,54","2,5","3,83","3,12","17,57"
54241,116,14,04-16-2024,"2884,42","6,7","3,46","3,86","14,0"
54251,172,3,04-16-2024,"2372,18","6,9","4,1","3,8","14,95"
54252,93,20,04-16-2024,"1483,97","8,9","5,13",,
54254,132,10,04-16-2024,"1754,36","6,4","5,29","3,68","16,97"
54259,156,7,04-16-2024,"1811,96","6,8","4,3","3,34","19,93"
54261,21,8,04-16-2024,"1047,65","8,9","3,18","3,32","15,84"
54263,118,20,04-16-2024,"3199,54","9,1","4,36","3,98","19,43"
54264,104,2,04-16-2024,"1598,63",,"3,34","3,09","19,79"
54267,205,8,04-16-2024,"4923,78","7,9","3,76","3,94","18,33"
54272,39,13,04-16-2024,"2240,44","4,7","4,0","3,57",
54276,15,18,04-16-2024,"4739,08","5,8","3,55","3,5","16,17"
54283,31,15,04-17-2024,"4370,91","3,9","4,05","3,86","19,66"
54293,45,13,04-17-2024,"561,69","5,5","4,14","3,31","14,11"
54295,62,4,04-17-2024,"1869,93","6,9","3,21","3,18","17,67"
54298,148,20,04-17-2024,"4491,72","9,2","3,63","3,48","18,94"
54303,51,9,04-17-2024,"1300,53","8,0","3,43","3,62","18,08"
54304,189,14,04-17-2024,"3718,84","8,1","3,82","3,56","14,95"
54306,192,17,04-17-2024,"1152,39","3,7","4,78","3,32","16,99"
54307,172,16,04-17-2024,"2189,1","3,4","3,03","3,28","14,26"
54308,84,11,04-17-2024,"3894,54","8,8","5,22","2,95","15,06"
54309,170,12,04-17-2024,"1614,73","6,9","4,59","3,99","18,58"
54310,159,9,04-17-2024,"2341,48","3,9","4,29","3,91","15,62"
54312,15,13,04-17-2024,"916,97",,"4,15","3,11","18,78"
54317,135,18,04-17-2024,"4611,46","9,4","3,71","3,42","16,77"
54320,35,2,04-17-2024,"2040,42","9,7","3,82","3,74","14,52"
54324,50,11,04-17-2024,"727,55","6,6","5,11","3,42","19,74"
54328,141,2,04-17-2024,"721,49","6,1","4,17","3,16","16,01"
54329,95,17,04-17-2024,"848,8","7,6","4,49","3,5","19,82"
54331,107,1,04-17-2024,"3928,31","9,6","4,79","3,64","19,7"
54339,13,15,04-17-2024,"4238,67","2,8","3,83","3,03","17,77"
54341,96,14,04-17-2024,"-1830,69","9,8","4,43","3,88","16,83"
54343,5,5,04-17-2024,"2209,43","2,9","4,25","3,19","19,35"
54344,151,12,04-17-2024,"3095,34","6,5","3,61","3,03",
54349,16,12,04-17-2024,"3477,23",,"4,3","3,91","18,91"
54353,109,15,04-17-2024,"3813,33","4,5","5,02","2,81","16,67"
54355,134,13,04-17-2024,"4689,33","4,4","4,83","2,9","17,04"
54358,19,19,04-17-2024,"1658,27","7,1","4,42","3,33","14,53"
54361,80,6,04-17-2024,"3997,61","5,3","4,3","3,44","16,71"
54365,56,15,04-17-2024,"2131,74","9,9","3,07","3,5","19,99"
54367,23,8,04-17-2024,"4970,86","9,1","5,42","3,56","15,63"
54370,155,11,04-17-2024,"4180,57","4,1","4,76","3,35","14,78"
54375,12,18,04-17-2024,"2533,61","2,1","4,33","3,34","15,61"
54377,129,1,04-17-2024,"4659,91","4,1","5,26","3,18","18,11"
54378,216,7,04-17-2024,"826,27","7,2","4,65","3,39","14,46"
54380,185,7,04-17-2024,"350,25","5,0","5,25","3,69","14,91"
54383,92,14,04-17-2024,"2895,03","5,5","4,1","3,51","18,7"
54384,22,6,04-17-2024,"3478,17","3,4",,"3,09","17,77"
54389,31,8,04-18-2024,"4898,41","9,8","4,75","3,12","18,92"
54390,82,1,04-18-2024,"3055,5","7,3","4,17","3,44","15,22"
54391,37,13,04-18-2024,"270,69","5,1","3,32","3,45",
54394,123,16,04-18-2024,"1084,87","3,8","4,88","2,95","19,15"
54395,4,15,04-18-2024,"1690,04","6,7","3,61","3,48","18,57"
54397,79,16,04-18-2024,"3616,69","7,1","4,93","3,4",
54398,193,13,04-18-2024,"4596,28","5,2","4,12","3,51","19,32"
54399,81,19,04-18-2024,"3923,58","5,3","5,3","2,86","16,64"
54405,76,1,04-18-2024,"330,07","8,6","3,16","3,95","17,35"
54409,1,11,04-18-2024,"4215,63","7,3","3,5","3,69","16,82"
54419,106,1,04-18-2024,"1151,31","4,7","3,09","2,81","17,06"
54420,56,1,04-18-2024,"1834,59","9,4","4,43","3,78","16,19"
54423,58,16,04-18-2024,"380,27","4,2","3,98","3,91","14,52"
54425,205,3,04-18-2024,"2698,96","7,2","3,93","2,82","14,32"
54428,89,9,04-18-2024,"2859,12","4,1","4,68","3,36","18,8"
54433,143,10,04-18-2024,"3138,56","4,8",,"3,37","19,15"
54434,23,13,04-18-2024,"2856,34","9,6","4,73","3,27","15,53"
54436,84,6,04-18-2024,"4960,17","8,5","4,54","3,16","17,93"
54439,241,20,04-18-2024,"-4592,11","6,2","4,98","2,98","17,01"
54442,116,8,04-18-2024,"1659,89",,"3,01","3,61","17,82"
54444,151,5,04-18-2024,"3609,34","7,7","4,87","3,84","18,08"
54449,165,19,04-18-2024,"3771,25","4,6","4,71","3,5","18,26"
54451,236,15,04-18-2024,"2589,82","3,7","4,26",,"14,6"
54452,228,16,04-18-2024,"2466,14","3,9","5,39","3,71","18,98"
54453,2,4,04-18-2024,"1983,53","8,0",,"3,73",
54457,137,6,04-18-2024,"1516,05","3,8","3,75","2,92","16,04"
54459,156,20,04-18-2024,"598,77","2,1","3,96","3,72","17,08"
54462,21,16,04-18-2024,"1995,65","3,3","3,37","3,68","18,13"
54463,245,11,04-18-2024,"2127,28","2,5","5,26","3,84","15,26"
54465,224,12,04-18-2024,"407,36","6,1","3,71","3,92","18,16"
54469,220,18,04-18-2024,"1130,82","3,6","3,1","3,49","17,65"
54470,199,1,04-18-2024,"945,37",,"3,96","3,7","17,58"
54471,213,8,04-18-2024,"4313,01","5,0","4,4","3,45","17,08"
54473,24,19,04-18-2024,"3431,27","9,5","3,05","3,92","18,33"
54474,32,10,04-18-2024,"464,08","6,3","3,53","3,18","17,72"
54475,41,6,04-18-2024,"349,12","4,3","4,04",,"15,06"
54483,15,4,04-18-2024,"4455,76","9,5","4,61","3,67","17,01"
54486,93,18,04-18-2024,"1885,19","7,3","3,51","3,14","18,38"
54488,39,1,04-18-2024,"1231,74","7,0","3,38","3,2","15,39"
54489,42,7,04-18-2024,"1896,25","7,8","3,35","2,83",
54497,147,5,04-18-2024,"2298,81","3,6","4,25","3,91","19,23"
54501,215,7,04-18-2024,"4873,08","4,4","4,9","3,7","14,97"
54505,107,14,04-18-2024,"3721,75",,"5,13","3,68","15,78"
54507,120,5,04-18-2024,"3767,63","2,8",,"2,92","19,88"
54508,129,14,04-18-2024,"446,43","6,8","5,11","3,92","14,38"
54519,238,5,04-18-2024,"577,79","2,2","4,23","3,85",
54521,226,16,04-18-2024,"210,02","8,8","3,56","3,21","14,14"
54523,145,16,04-18-2024,"1888,77","7,6","5,11","3,91","19,11"
54531,67,4,04-19-2024,"4524,46",,"3,48","3,63","15,37"
54536,82,5,04-19-2024,"1686,75","4,9","5,32","3,3","16,38"
54539,96,2,04-19-2024,"3077,01",,"3,26","2,82","14,45"
54540,37,7,04-19-2024,"3053,61","7,2","5,26","3,34","18,07"
54541,172,15,04-19-2024,"3207,58","4,2","5,25","2,82","17,82"
54550,58,12,04-19-2024,"3712,14","7,7","3,62","2,89","17,21"
54551,206,1,04-19-2024,"3644,67","2,9",,"3,87","17,64"
54553,179,4,04-19-2024,"4223,95","9,7","3,49","3,84","19,8"
54555,183,17,04-19-2024,"4668,9","6,4","3,91","3,6","16,07"
54557,4,16,04-19-2024,"2326,28","2,0","4,16","3,79",
54558,122,16,04-19-2024,"416,89","2,4","3,6","3,15","18,83"
54561,5,14,04-19-2024,"2264,13","6,4","4,54","2,95","15,55"
54564,197,16,04-19-2024,"2363,05","2,7","4,86","3,11","14,26"
54567,127,1,04-19-2024,"3074,74","9,3","3,66","3,43","16,3"
54571,192,8,04-19-2024,"2783,5","6,5","5,45","3,71","19,07"
54572,14,9,04-19-2024,"1935,16","3,7","4,54","3,36","17,16"
