id_coleta,id_fazenda,id_rota,data_coleta,volume_litros,temperatura_c,gordura_pct,proteina_pct,acidez
44022,245,16,22/01/2024,4179.51,9.4,4.45,3.35,
44023,242,18,2024-01-22,2721.91,8.3,5.33,3.39,19.18
44024,193,17,2024-01-22,2033.0,8.5,4.62,3.85,14.2
44025,20,19,2024-01-22,4729.39,4.8,3.75,2.98,15.29
44026,166,6,2024-01-22,1910.97,9.1,3.06,3.26,16.52
44027,89,13,2024-01-22,1368.15,6.6,3.21,3.36,14.28
44028,177,19,2024-01-22,3903.24,4.7,5.31,3.5,18.64
44029,231,18,2024-01-22,4323.92,2.9,5.01,3.25,18.04
44030,97,17,2024-01-22,755.8,3.5,3.53,3.4,
44031,168,17,2024-01-22,635.37,3.8,4.68,3.54,16.9
44032,190,4,2024-01-22,1526.64,2.7,5.01,3.12,
44033,74,1,2024-01-22,2806.82,9.6,4.08,2.81,18.72
44034,104,15,2024-01-22,1300.89,2.1,5.05,3.66,19.13
44035,211,2,2024-01-22,3834.25,6.2,4.93,2.81,18.95
44036,197,15,2024-01-22,952.66,9.8,5.3,3.78,16.18
44037,183,20,2024-01-22,3159.33,,3.79,3.59,18.04
44038,29,12,2024-01-22,1072.72,4.2,3.92,2.93,17.72
44039,143,7,2024-01-22,2995.45,7.3,3.94,3.6,19.9
44040,81,19,2024-01-22,3009.23,7.6,3.31,2.96,16.38
44041,39,7,2024-01-22,422.91,5.6,5.34,3.61,
44042,156,8,2024-01-22,2165.21,8.6,3.59,3.85,14.8
44043,10,2,2024-01-22,4096.27,2.4,,3.47,14.58
44044,220,18,2024-01-22,4050.15,7.5,4.4,3.24,17.41
44045,61,13,2024-01-22,4291.62,5.4,3.18,3.93,17.2
44046,77,7,2024-01-22,-2549.94,8.1,4.32,2.83,
44047,47,9,2024-01-22,3956.8,6.7,3.55,3.56,15.94
44048,60,13,2024-01-23,3720.66,2.7,3.07,3.73,15.25
44049,12,17,2024-01-23,3037.36,6.4,,3.27,15.78
44050,206,19,23/01/2024,4717.95,2.8,5.3,3.46,14.52
44051,16,8,2024-01-23,2648.03,4.1,4.2,3.13,19.81
44052,33,11,2024-01-23,2125.75,4.1,4.4,3.02,16.92
44053,55,4,2024-01-23,597.22,8.6,5.34,2.81,16.73
44054,157,17,2024-01-23,3815.55,7.2,4.37,3.59,18.83
44055,61,18,2024-01-23,4243.95,7.3,5.14,2.84,
44056,175,8,2024-01-23,4921.62,6.5,4.42,3.22,20.0
44057,150,9,2024-01-23,4116.87,3.3,4.55,2.81,17.82
44058,158,8,2024-01-23,3799.28,8.1,3.03,2.91,17.1
44059,231,3,2024-01-23,4034.37,5.8,3.83,3.45,
44060,27,10,2024-01-23,1595.7,8.3,3.36,3.23,16.34
44061,14,20,2024-01-23,4695.22,7.8,4.25,2.97,16.05
44062,209,14,2024-01-23,1470.57,5.0,,3.28,15.35
44063,93,18,2024-01-23,4573.76,4.1,3.48,3.98,16.8
44064,2,6,2024-01-23,3526.74,3.1,5.33,3.77,17.37
44065,7,3,2024-01-23,3732.83,3.4,3.69,,15.59
44066,181,1,2024-01-23,2961.55,5.3,3.51,,16.02
44067,101,10,2024-01-23,793.84,7.9,4.41,2.88,17.15
44068,236,1,2024-01-23,2608.88,2.2,5.33,,18.43
44069,222,7,2024-01-23,1050.42,7.3,4.89,3.66,18.62
44070,229,1,2024-01-23,484.2,4.0,3.93,2.98,17.91
44071,40,7,2024-01-23,3074.65,2.1,4.35,2.85,15.41
44072,69,14,2024-01-23,3745.18,2.1,5.02,3.15,19.41
44073,219,9,2024-01-23,2930.95,9.5,5.48,2.88,15.22
44074,227,3,23/01/2024,3550.08,5.9,5.34,3.53,17.43
44075,38,6,23/01/2024,596.12,6.7,4.95,3.41,17.73
44076,154,12,2024-01-23,4525.31,2.6,5.1,3.41,17.66
44077,148,14,2024-01-23,4308.01,9.7,3.51,3.77,16.95
44078,211,20,2024-01-23,3200.85,4.1,4.48,3.67,17.05
44079,104,12,2024-01-23,4027.76,2.9,3.69,3.01,15.37
44080,189,20,2024-01-23,4725.11,2.0,4.45,3.22,18.8
44081,210,9,2024-01-23,3050.43,5.6,4.41,2.87,
44082,240,11,2024-01-23,4622.77,6.8,4.55,3.6,16.51
44083,45,16,2024-01-23,2239.87,2.6,4.09,3.75,19.68
44084,200,5,2024-01-23,1605.73,3.8,4.19,3.35,16.78
44085,241,14,2024-01-23,1373.83,,3.14,3.32,
44086,81,9,2024-01-23,1373.84,7.8,5.01,3.95,15.05
44087,130,18,2024-01-23,3767.13,9.6,3.94,3.69,16.74
44088,100,10,2024-01-23,3853.24,4.4,5.03,2.9,17.63
44089,43,5,2024-01-23,-2952.69,5.2,5.13,3.02,16.39
44090,149,1,2024-01-23,1870.86,2.7,5.0,3.4,15.21
44091,215,18,2024-01-23,291.37,10.0,3.9,3.08,16.94
44092,47,18,2024-01-23,1847.4,7.3,4.1,3.5,14.82
44093,34,5,2024-01-23,2798.13,5.5,5.5,3.08,18.69
44094,8,16,2024-01-23,1051.82,2.7,4.18,3.87,18.42
44095,243,20,23/01/2024,3631.69,7.4,5.17,,16.12
44096,120,3,2024-01-23,4483.87,7.7,4.89,3.98,15.55
44097,102,5,2024-01-23,3375.6,4.4,4.16,,17.2
44098,137,18,2024-01-23,2049.07,2.1,3.99,2.95,16.84
44099,110,19,2024-01-23,3528.0,6.7,4.38,3.66,18.71
44100,68,18,2024-01-23,1559.53,5.7,4.33,,14.27
44101,182,5,2024-01-23,1162.16,8.0,4.45,3.0,15.31
44102,53,3,2024-01-23,767.98,6.4,3.76,3.46,17.89
44103,237,18,2024-01-23,3963.22,3.4,4.77,3.64,18.03
44104,174,3,2024-01-23,3258.6,2.7,3.5,3.65,16.94
44105,95,11,2024-01-23,1597.62,7.0,4.74,3.06,17.47
44106,144,6,2024-01-23,851.62,2.2,4.5,3.38,14.43
44107,113,8,2024-01-23,2990.84,4.3,3.63,3.99,18.31
44108,178,16,2024-01-23,4517.2,6.3,3.38,3.83,17.33
44109,224,18,2024-01-23,375.34,8.1,4.08,3.94,17.59
44110,198,20,2024-01-23,2934.89,,3.37,3.79,14.8
44111,87,14,2024-01-23,2846.49,3.0,4.08,3.82,18.7
44112,92,8,2024-01-23,3171.56,2.5,3.25,,14.74
44113,185,4,2024-01-23,2947.57,2.7,3.94,3.25,17.92
44114,88,8,2024-01-23,1922.5,6.5,4.02,3.68,18.51
44115,225,10,2024-01-23,1137.04,6.0,,3.59,16.76
44116,106,19,2024-01-23,4737.78,8.0,4.26,3.47,19.74
44117,83,7,2024-01-23,4800.21,4.6,5.04,2.94,17.01
44118,71,11,2024-01-23,3583.12,6.4,5.45,3.1,16.33
44119,131,12,2024-01-23,2944.61,7.0,5.11,3.18,19.82
44120,126,2,2024-01-23,853.43,3.1,4.82,3.1,
44121,122,8,2024-01-23,599.39,,3.56,2.91,18.65
44122,140,7,2024-01-23,3212.86,2.0,3.93,3.07,18.92
44123,64,10,2024-01-23,4982.9,7.2,3.1,3.33,19.77
44124,138,17,2024-01-23,1726.54,4.0,3.19,3.27,15.72
44125,169,10,23/01/2024,4771.04,6.8,4.24,2.94,16.96
44126,146,11,2024-01-23,3929.21,4.2,4.63,2.92,17.72
44127,166,12,2024-01-23,4379.23,7.1,4.94,3.43,
44128,223,1,2024-01-23,4598.18,6.8,4.91,2.95,15.33
44129,161,3,2024-01-23,3427.31,5.4,4.89,3.26,
44130,24,14,2024-01-23,2704.49,5.5,3.45,3.87,15.7
44131,195,5,2024-01-23,2535.48,6.0,4.07,2.82,17.15
44132,78,6,2024-01-23,3991.95,2.2,4.7,2.83,19.46
44133,9,10,2024-01-23,3586.13,7.2,4.22,3.99,15.05
44134,31,11,2024-01-23,2888.74,,4.34,3.29,19.11
44135,96,13,2024-01-23,4629.39,8.9,5.26,3.32,16.52
44136,36,1,2024-01-24,3672.99,8.0,5.29,3.92,17.22
44137,198,6,2024-01-24,1133.33,6.9,,2.92,14.84
44138,138,20,2024-01-24,2004.17,6.5,4.96,3.23,15.73
44139,52,17,2024-01-24,3514.56,8.8,3.6,2.94,16.59
44140,149,6,24/01/2024,1363.78,8.9,4.7,3.98,19.29
44141,201,7,2024-01-24,3518.07,3.2,3.33,2.96,15.45
44142,70,13,2024-01-24,2364.07,9.5,3.1,3.05,15.48
44143,93,15,2024-01-24,2224.64,2.5,5.25,3.28,14.46
44144,210,14,2024-01-24,4497.79,9.4,4.12,2.89,17.27
44145,190,14,2024-01-24,2910.43,4.4,3.04,3.82,14.78
44146,162,7,2024-01-24,3083.89,,5.44,3.78,16.61
44147,236,13,2024-01-24,2978.47,7.9,5.44,3.82,18.7
44148,81,10,2024-01-24,2438.09,9.1,3.65,2.91,18.67
44149,56,13,2024-01-24,1187.23,6.7,3.59,3.18,15.19
44150,57,10,2024-01-24,911.47,2.4,5.13,3.08,18.73
44151,64,19,2024-01-24,2742.87,5.1,4.37,3.37,14.71
44152,113,18,2024-01-24,1702.07,5.2,3.41,3.14,19.63
44153,188,10,2024-01-24,4025.3,4.5,4.92,3.61,17.36
44154,217,20,2024-01-24,1728.44,2.7,3.71,3.12,14.18
44155,126,18,2024-01-24,1264.18,5.4,3.33,3.04,14.85
44156,130,4,2024-01-24,2545.79,2.1,3.3,3.47,15.67
44157,199,18,2024-01-24,2380.66,7.4,5.11,3.2,15.64
44158,242,13,2024-01-24,3621.56,8.9,4.38,3.18,14.71
44159,106,10,2024-01-24,4611.75,8.4,3.89,,14.35
44160,105,18,2024-01-24,4889.33,,4.7,3.4,18.38
44161,221,7,24/01/2024,2815.15,4.0,3.77,3.51,19.14
44162,219,16,2024-01-24,2841.88,7.1,4.87,3.02,19.91
44163,53,8,2024-01-24,4976.93,8.5,3.9,3.76,16.7
44164,191,9,2024-01-24,2818.64,3.2,3.34,3.29,17.3
44165,194,15,2024-01-24,2025.91,3.6,5.07,2.84,16.51
44166,235,15,24/01/2024,968.17,8.0,4.63,2.83,14.14
44167,63,12,2024-01-24,3050.11,6.0,3.13,3.2,19.24
44168,172,1,2024-01-24,1071.18,5.8,3.46,3.02,19.63
44169,158,15,2024-01-24,2110.76,6.5,5.27,3.69,16.55
44170,1,20,2024-01-24,2879.56,6.0,5.11,3.34,
44171,119,14,2024-01-24,208.2,4.5,3.57,,14.32
44172,168,12,2024-01-24,3634.65,3.6,3.05,3.13,14.35
44173,166,13,2024-01-24,4292.36,3.4,3.68,3.36,17.74
44174,115,13,2024-01-24,877.32,2.0,3.79,3.74,18.4
44175,88,19,2024-01-24,2230.21,9.5,4.79,3.32,15.19
44176,17,14,2024-01-24,3701.03,3.6,4.57,,19.0
44177,16,6,2024-01-24,4061.15,5.7,3.01,3.54,15.26
44178,76,8,2024-01-24,3051.05,2.8,3.33,3.64,14.43
44179,161,3,2024-01-24,454.08,,4.19,3.45,14.58
44180,215,3,2024-01-24,4635.04,4.8,4.98,3.77,
44181,192,6,2024-01-24,301.43,3.9,3.02,3.85,18.8
44182,133,6,2024-01-24,2522.24,8.7,4.49,3.64,16.39
44183,204,1,2024-01-24,2397.83,5.2,4.16,3.75,19.91
44184,39,12,2024-01-24,3369.35,4.3,5.47,3.65,14.63
44185,68,17,2024-01-24,4547.79,6.6,3.77,3.19,19.83
44186,145,3,2024-01-24,1236.69,,4.58,3.8,18.82
44187,150,13,2024-01-24,751.96,5.1,4.43,,14.24
44188,25,17,2024-01-24,4355.26,2.6,3.76,2.81,18.22
44189,152,18,2024-01-24,1362.44,9.2,3.78,3.44,18.37
44190,18,19,24/01/2024,682.64,,4.48,3.24,16.92
44191,155,6,2024-01-24,4141.59,5.7,3.63,2.83,17.57
44192,92,4,2024-01-24,1038.86,9.8,5.05,2.89,19.71
44193,137,3,2024-01-24,4354.04,5.1,3.74,3.83,14.07
44194,208,9,2024-01-24,1434.28,5.0,3.83,2.96,16.64
44195,122,4,2024-01-24,4932.28,4.7,3.42,3.8,15.47
44196,62,17,2024-01-24,4334.86,8.9,4.01,3.11,19.79
44197,114,13,2024-01-24,3044.38,3.1,3.0,3.96,
44198,193,16,2024-01-24,1359.26,7.2,3.4,3.44,19.89
44199,237,7,2024-01-24,643.3,4.0,5.13,3.16,15.56
44200,234,12,2024-01-24,1898.67,7.6,5.4,3.54,17.22
44201,66,2,2024-01-24,1627.28,5.5,3.73,3.51,14.89
44202,129,5,2024-01-24,225.7,4.5,3.72,3.26,18.94
44203,117,17,2024-01-24,4097.83,7.1,5.19,3.75,17.27
44204,186,10,2024-01-24,1350.08,7.9,4.52,2.92,19.27
44205,243,8,2024-01-24,3416.03,6.1,3.03,3.52,
44206,8,2,2024-01-24,1542.36,2.0,5.48,3.57,19.68
44207,19,15,24/01/2024,1887.69,6.6,4.52,2.89,14.14
44208,159,19,2024-01-24,4388.39,4.8,4.85,3.0,15.71
44209,99,8,2024-01-24,2100.13,8.1,5.05,2.94,17.8
44210,112,13,2024-01-24,4928.37,9.2,3.76,3.66,16.3
44211,222,1,2024-01-24,3946.9,4.3,5.13,3.51,16.46
44212,10,15,2024-01-24,3027.09,7.9,4.85,3.59,19.91
44213,154,1,2024-01-24,4856.68,5.0,4.68,3.0,15.83
44214,136,7,2024-01-24,528.96,5.4,4.69,3.1,18.3
44215,229,13,2024-01-24,2728.96,6.5,,3.61,17.23
44216,73,20,2024-01-24,4874.5,2.9,3.57,,14.89
44217,118,6,2024-01-24,1700.02,7.2,3.84,,15.68
44218,226,10,2024-01-24,506.18,9.8,3.3,2.84,18.07
44219,80,11,2024-01-24,1505.66,9.7,4.52,3.81,18.77
44220,84,20,2024-01-24,1690.41,3.6,5.1,3.96,19.36
44221,44,20,2024-01-24,2215.43,5.2,3.04,3.29,16.98
44222,42,12,2024-01-24,589.77,2.4,4.41,3.02,19.31
44223,101,11,2024-01-24,2247.83,6.7,4.94,3.4,15.68
44224,205,18,2024-01-24,4335.58,2.5,3.69,2.87,16.91
44225,128,15,2024-01-24,3756.26,2.4,3.59,3.52,16.37
44226,218,2,2024-01-24,3598.37,8.4,3.01,3.58,18.4
44227,245,18,2024-01-24,3359.11,2.8,3.21,3.02,18.54
44228,179,15,2024-01-24,3284.28,5.8,4.3,3.19,15.73
44229,143,20,2024-01-24,3679.12,6.1,4.01,3.58,18.88
44230,170,3,2024-01-24,4223.43,4.3,4.43,3.56,16.74
44231,55,13,2024-01-24,278.79,6.3,4.53,2.89,19.31
44232,127,17,2024-01-24,3244.57,5.3,4.58,3.85,17.47
44233,140,14,2024-01-24,678.64,3.7,5.39,3.06,18.86
44234,214,16,2024-01-24,3143.1,5.2,3.65,3.13,14.7
44235,47,2,2024-01-24,2131.36,9.0,4.81,3.13,16.28
44236,51,2,2024-01-24,4778.29,2.9,3.27,3.53,14.44
44237,3,11,2024-01-24,4027.02,6.1,3.98,3.93,14.64
44238,167,10,2024-01-24,4527.68,6.8,3.08,2.96,16.95
44239,227,14,2024-01-24,1669.4,8.9,3.9,3.9,17.55
44240,35,11,2024-01-24,3532.96,2.2,5.42,3.25,15.42
44241,57,19,2024-01-25,2007.12,5.9,,3.57,19.85
44242,17,20,2024-01-25,2128.07,6.5,3.84,3.97,19.73
44243,178,2,2024-01-25,2434.76,8.6,4.25,3.93,17.51
44244,95,5,25/01/2024,4659.82,8.2,4.35,3.91,16.24
44245,128,8,2024-01-25,2614.84,7.0,4.42,2.81,18.35
44246,222,3,2024-01-25,1805.52,2.3,3.91,3.78,17.29
44247,78,9,2024-01-25,3611.64,6.7,3.64,2.98,16.11
44248,191,11,2024-01-25,2277.06,3.9,4.76,3.01,18.75
44249,187,6,25/01/2024,1055.83,5.8,5.1,3.54,18.52
44250,229,12,2024-01-25,506.14,7.0,5.3,3.12,15.65
44251,21,11,2024-01-25,3441.28,8.4,4.25,3.03,16.55
44252,213,12,2024-01-25,3876.93,4.5,4.91,3.17,15.24
44253,216,2,2024-01-25,3767.67,3.1,4.92,3.08,19.61
44254,55,8,2024-01-25,2012.0,5.0,4.52,3.22,15.32
44255,226,10,2024-01-25,-1909.06,4.8,4.76,3.61,
44256,25,5,2024-01-25,1639.33,8.1,3.23,3.47,15.8
44257,158,9,2024-01-25,1907.3,4.8,3.42,3.54,19.67
44258,63,15,2024-01-25,3017.85,2.9,5.38,3.5,17.8
44259,5,16,2024-01-25,2600.84,2.4,3.86,3.14,19.54
44260,182,6,2024-01-25,2943.49,3.4,3.9,3.92,19.85
44261,94,6,2024-01-25,4623.01,4.9,3.7,3.2,14.01
44262,227,17,2024-01-25,3576.54,,4.4,3.56,16.0
44263,11,19,2024-01-25,2753.68,2.8,3.63,3.87,14.84
44264,98,13,2024-01-25,4196.52,8.1,5.3,3.61,16.3
44265,150,20,2024-01-25,3284.84,9.6,4.48,2.99,14.07
44266,105,1,2024-01-25,3386.75,7.7,3.91,3.4,17.21
44267,219,20,2024-01-25,677.02,7.3,5.4,3.96,14.32
44268,117,2,25/01/2024,1010.06,3.6,3.32,2.98,14.47
44269,197,10,2024-01-25,2617.15,7.8,5.2,,18.75
44270,40,17,25/01/2024,4386.3,10.0,3.14,3.58,17.21
44271,193,2,2024-01-25,4436.44,9.9,4.62,3.38,
44272,209,15,2024-01-25,3087.09,6.8,3.46,3.48,14.24
44273,87,9,2024-01-25,3677.56,6.5,,3.09,16.63
44274,59,4,2024-01-25,4317.02,5.8,3.1,3.88,18.84
44275,190,6,2024-01-25,1618.99,4.4,4.71,3.18,
44276,12,6,2024-01-25,4013.57,2.2,4.46,3.24,18.23
44277,65,9,2024-01-25,4141.03,8.5,3.92,3.13,19.5
44278,180,11,2024-01-25,553.95,5.3,4.02,3.08,
44279,121,12,2024-01-25,254.08,3.5,5.07,3.53,19.96
44280,1,12,2024-01-25,2430.92,5.5,3.42,2.92,15.79
44281,2,17,2024-01-25,-255.54,2.9,4.92,2.95,14.66
44282,138,3,2024-01-25,1231.0,4.7,3.16,3.29,14.13
44283,123,10,2024-01-25,3128.49,2.5,3.14,3.77,19.4
44284,110,13,2024-01-25,4468.76,9.3,5.03,3.5,14.53
44285,6,4,2024-01-25,2164.28,4.8,5.19,3.71,16.42
44286,44,8,2024-01-25,4902.75,5.3,3.45,3.97,17.19
44287,144,20,2024-01-25,4829.98,3.0,5.42,3.83,16.36
44288,153,2,2024-01-25,772.61,,3.49,3.87,15.85
44289,160,13,2024-01-25,1935.96,2.8,3.91,3.38,18.93
44290,186,12,2024-01-25,4212.18,7.7,4.74,3.26,15.81
44291,177,5,2024-01-25,2524.84,3.4,4.69,3.79,14.91
44292,170,18,2024-01-25,1515.92,7.5,3.7,3.73,16.89
44293,39,18,2024-01-25,4790.92,6.4,3.49,3.28,19.12
44294,154,18,25/01/2024,982.05,6.9,4.7,3.67,14.23
44295,208,1,2024-01-25,894.01,3.4,4.56,3.59,18.49
44296,68,9,2024-01-25,1788.31,6.3,5.23,3.11,15.25
44297,103,3,25/01/2024,3296.5,4.4,4.39,3.38,15.76
44298,82,11,2024-01-25,1289.97,7.7,4.88,3.73,18.3
44299,161,18,2024-01-25,1078.32,8.6,3.47,3.33,15.87
44300,101,5,2024-01-25,2272.31,6.0,,3.91,19.66
44301,237,6,2024-01-25,4537.96,2.2,4.15,3.2,15.8
44302,119,9,2024-01-25,1457.94,6.0,3.41,3.67,18.06
44303,14,6,2024-01-25,2010.43,6.3,4.61,3.98,15.21
44304,202,18,2024-01-25,4717.67,8.3,5.06,,14.85
44305,146,9,2024-01-25,4503.41,9.1,4.36,3.84,16.28
44306,134,20,2024-01-25,790.67,6.6,3.72,3.49,17.02
44307,33,18,2024-01-25,3914.62,9.0,4.79,3.44,
44308,47,7,25/01/2024,3301.4,6.1,4.37,3.53,19.12
44309,38,18,2024-01-25,967.33,5.2,3.81,3.4,17.05
44310,162,19,2024-01-25,1035.5,9.9,4.08,3.78,17.69
44311,27,4,2024-01-25,266.99,8.1,3.06,3.0,15.93
44312,245,2,2024-01-25,2192.68,7.4,4.54,3.35,19.83
44313,166,13,2024-01-25,1000.48,6.4,4.37,3.14,19.33
44314,233,19,25/01/2024,2224.72,5.8,4.13,2.87,15.7
44315,129,8,2024-01-25,4233.27,7.4,5.0,2.82,17.31
44316,122,15,2024-01-25,4602.16,5.1,4.24,3.73,19.81
44317,53,4,2024-01-25,792.57,6.7,,3.58,17.25
44318,56,20,2024-01-25,4210.03,7.1,4.78,3.13,
44319,66,5,2024-01-25,4454.14,9.4,3.27,3.5,16.16
44320,42,12,2024-01-25,1724.6,4.4,4.1,2.85,18.39
44321,113,2,2024-01-25,1344.68,8.0,5.23,3.23,15.56
44322,139,20,2024-01-25,4478.32,3.3,,3.81,15.96
44323,64,11,25/01/2024,1833.1,4.5,3.51,3.38,16.6
44324,15,5,2024-01-25,2933.27,4.5,3.69,3.73,17.81
44325,185,11,2024-01-25,690.93,4.5,3.08,2.93,17.26
44326,24,3,2024-01-25,3912.43,2.7,3.07,3.64,15.82
44327,156,14,2024-01-25,3362.48,3.9,3.77,3.49,16.61
44328,83,4,2024-01-25,4655.47,3.3,4.27,3.24,16.24
44329,80,8,2024-01-25,4561.15,5.8,,3.49,14.44
44330,235,14,2024-01-25,2436.2,2.9,4.79,3.16,18.18
44331,114,10,2024-01-25,4799.77,5.7,4.7,3.09,17.83
44332,200,8,2024-01-25,4876.18,2.5,4.63,2.86,19.7
44333,107,2,2024-01-25,1755.5,5.6,4.62,3.37,19.97
44334,145,12,2024-01-25,4556.23,6.6,3.4,3.23,17.49
44335,179,20,2024-01-25,715.52,9.7,4.61,2.95,17.6
44336,195,2,25/01/2024,1160.46,,4.08,3.87,18.19
44337,18,9,2024-01-25,1576.27,3.5,4.74,,18.08
44338,77,5,2024-01-25,1105.41,5.0,4.45,3.38,
44339,90,5,25/01/2024,2430.97,6.3,5.32,3.42,18.82
44340,30,17,2024-01-25,4893.27,3.5,5.26,3.93,15.78
44341,183,18,2024-01-25,4053.49,3.1,4.91,3.34,19.0
44342,111,1,2024-01-25,1074.85,2.9,4.45,3.49,18.79
44343,136,6,2024-01-25,1043.21,5.9,4.82,3.93,17.52
44344,164,5,2024-01-25,4579.16,2.1,4.26,3.42,19.41
44345,115,13,2024-01-25,2041.95,6.2,4.88,3.55,
44346,84,6,2024-01-25,1802.68,5.4,3.88,3.67,14.64
44347,215,11,2024-01-25,1194.22,9.5,3.5,3.0,19.51
44348,169,10,2024-01-25,1706.64,6.9,4.94,3.6,18.93
44349,61,18,2024-01-25,1524.82,6.6,3.25,3.82,14.59
44350,76,8,2024-01-25,2817.81,7.5,4.22,3.34,17.31
44351,88,7,2024-01-25,2160.45,3.3,3.46,3.45,16.0
44352,60,13,2024-01-25,1834.91,5.6,3.54,3.32,16.61
44353,44,16,2024-01-26,1437.38,8.6,5.24,2.95,14.49
44354,158,13,2024-01-26,2015.53,2.0,4.22,3.01,17.78
44355,34,17,2024-01-26,3704.57,5.3,4.73,3.69,18.57
44356,226,16,2024-01-26,3312.65,4.0,3.03,3.03,17.41
44357,210,6,2024-01-26,3241.29,3.2,4.24,3.36,17.69
44358,196,19,2024-01-26,4969.77,8.9,5.18,3.03,15.77
44359,25,13,2024-01-26,4537.33,10.0,3.22,3.5,19.48
44360,58,20,2024-01-26,4967.32,4.3,4.12,3.26,18.7
44361,80,7,2024-01-26,3313.55,7.7,4.41,,18.43
44362,128,8,2024-01-26,2046.47,9.0,5.07,3.26,14.28
44363,69,14,2024-01-26,3802.34,7.8,4.85,3.84,17.15
44364,192,17,2024-01-26,1690.07,8.9,5.24,3.1,16.79
44365,122,6,26/01/2024,1390.85,9.8,3.53,3.61,15.34
44366,230,2,2024-01-26,2737.95,6.0,3.72,3.07,14.7
44367,234,18,2024-01-26,1679.76,7.1,3.78,3.76,19.97
44368,168,11,2024-01-26,3270.35,5.3,5.01,3.2,15.74
44369,141,19,2024-01-26,4855.01,4.0,4.9,3.36,19.51
44370,56,12,2024-01-26,1082.34,4.4,4.97,3.17,18.28
44371,208,5,2024-01-26,2518.51,7.1,5.26,3.32,15.97
44372,12,8,2024-01-26,2339.92,5.9,5.36,3.09,17.49
44373,77,3,2024-01-26,3386.15,3.4,,2.83,14.93
44374,157,9,2024-01-26,594.96,2.4,4.69,3.86,17.75
44375,18,6,2024-01-26,3646.41,5.8,5.42,3.99,17.83
44376,47,17,2024-01-26,3066.55,6.5,3.28,3.62,17.64
44377,3,19,2024-01-26,1937.54,3.0,4.28,3.44,14.05
44378,145,19,2024-01-26,1651.57,6.3,4.55,3.15,17.11
44379,48,1,2024-01-26,2754.83,8.8,4.4,3.1,19.66
44380,151,15,2024-01-26,3006.09,2.0,4.31,2.82,19.86
44381,46,2,2024-01-26,4872.57,,5.13,,17.74
44382,190,1,2024-01-26,2520.92,,3.64,3.79,
44383,57,2,2024-01-26,1417.18,6.1,3.37,3.81,
44384,240,19,2024-01-26,3302.82,8.9,3.94,3.66,18.29
44385,41,5,2024-01-26,3346.69,,5.42,3.2,18.0
44386,176,9,2024-01-26,512.39,8.5,,3.7,
44387,37,14,2024-01-26,2726.22,4.1,4.37,3.06,16.09
44388,205,9,2024-01-26,2018.18,5.1,5.21,3.06,19.29
44389,112,9,2024-01-26,2938.42,3.6,4.97,3.26,15.1
44390,30,18,2024-01-26,1670.24,7.9,4.12,2.9,14.99
44391,59,20,2024-01-26,2052.45,9.2,3.26,3.07,19.12
44392,183,5,2024-01-26,2037.33,,3.81,3.29,14.04
44393,117,8,2024-01-26,4585.02,9.0,4.39,3.24,15.62
44394,23,13,2024-01-26,289.66,2.9,4.25,3.29,
44395,97,14,2024-01-26,1331.87,9.7,3.67,3.07,15.87
44396,94,20,26/01/2024,3257.95,7.3,3.69,3.54,15.0
44397,76,11,2024-01-26,771.83,6.0,3.45,3.85,16.64
44398,52,11,26/01/2024,2339.64,2.4,3.84,3.82,17.08
44399,163,1,2024-01-26,3584.02,9.9,5.29,3.91,19.55
44400,111,6,26/01/2024,3898.16,2.9,4.93,3.33,14.73
44401,43,1,2024-01-26,4556.4,5.6,4.92,,14.77
44402,13,4,2024-01-26,1617.2,2.2,3.71,3.8,15.15
44403,207,20,2024-01-26,4819.67,2.6,5.02,,18.1
44404,140,6,2024-01-26,4097.24,9.6,4.17,3.87,15.91
44405,118,9,2024-01-26,3173.67,3.6,4.96,2.82,17.78
44406,154,4,26/01/2024,1972.46,3.1,,3.31,14.05
44407,184,15,2024-01-26,2012.61,4.1,3.42,,18.38
44408,143,18,2024-01-26,3988.85,3.5,5.17,3.66,18.75
44409,120,20,2024-01-26,1551.23,4.9,3.59,,14.89
44410,223,18,2024-01-26,1264.21,6.3,3.77,3.79,15.07
44411,133,12,2024-01-26,1859.34,2.5,,3.76,19.32
44412,218,16,2024-01-26,4821.2,4.5,,3.59,15.7
44413,172,5,2024-01-26,820.62,8.7,3.7,3.64,18.96
44414,162,16,2024-01-26,1880.69,3.0,,2.94,19.72
44415,147,15,2024-01-26,473.78,4.4,4.1,3.03,16.15
44416,194,5,2024-01-26,3119.27,6.8,3.72,3.67,14.9
44417,156,11,2024-01-26,2057.68,5.8,5.2,3.36,18.19
44418,101,16,2024-01-26,223.78,3.7,5.18,3.86,17.63
44419,15,14,2024-01-26,3830.84,9.4,3.94,3.18,15.1
44420,244,13,2024-01-26,1425.48,4.6,3.12,3.83,15.46
44421,4,16,2024-01-26,410.92,3.7,3.44,3.45,14.55
44422,209,12,2024-01-26,1106.48,7.7,4.39,3.51,17.63
44423,9,19,2024-01-26,3188.36,2.6,5.25,3.99,17.24
44424,123,14,2024-01-26,235.72,9.4,3.92,3.03,17.62
44425,7,15,26/01/2024,1083.51,5.8,5.23,3.42,17.27
44426,171,17,2024-01-26,2931.64,2.8,4.64,3.95,17.05
44427,40,9,2024-01-26,3385.73,7.2,4.76,3.26,16.91
44428,87,19,2024-01-26,274.66,3.6,3.43,3.63,17.4
